FARM_NO,FARM_PIG_NO,BUNMAN_SANCHA,GYOBAE_DT,BUNMAN_DT,CHONGSAN,SILSAN,EUDUSU,EUKG,CHOGYOBAE,JAE
1387,64-123,1,20160901,20161224,16,7,10,60,301,
1387,64-123,2,20170124,20170515,18,17,10,54,,5
1387,64-123,3,20170613,20171006,16,16,10,65,,5
1387,64-123,4,20171030,20180222,8,8,9,63,,4
1387,64-83,1,20161104,20170228,11,11,12,54,365,
1387,64-83,2,20170320,20170716,12,12,11,44,,4
1387,64-83,3,20170809,20171204,13,13,11,49.5,,6
1387,64-83,4,20171226,20180422,10,10,11,71.5,,5
1387,64-83,5,20180515,20180910,4,3,9,49.5,,5
1387,65-82,1,20161102,20170226,17,15,13,78,,
1387,65-82,2,20170722,20171114,16,12,12,0,,
1387,65-82,3,20180112,20180508,6,4,8,64,,22
1387,65-82,4,20181117,20190312,12,7,10,45,,
1387,65-82,5,20190416,20190810,14,10,10,40,,5
1387,66-28,1,20161108,20170302,13,0,0,0,366,
1387,63-76,1,20161111,20170306,12,10,12,42,379,
1387,63-76,2,20170322,20170713,12,10,10,80,,6
1387,63-76,3,20170807,20171129,16,14,10,65,,4
1387,63-76,4,20171225,20180418,16,12,10,56,,4
1387,63-76,5,20180514,20180905,15,14,10,48,,4
1387,63-76,6,20181002,20190125,12,11,10,56,,5
1387,63-76,7,20190218,20190612,14,11,9,55.8,,4
1387,63-76,8,20190708,20191030,22,18,9,54,,4
1387,63-76,9,20191125,20200318,18,14,10,57,,4
1387,63-76,10,20200413,20200803,14,11,7,39.2,,4
1387,63-76,11,20200831,20201221,19,15,9,45,,4
1387,63-76,12,20210215,20210611,14,6,7,32.9,,32
1387,10-77,1,20161227,20170414,16,3,10,42,228,
1387,13-26,1,20170306,20170630,6,5,7,49,297,
1387,13-26,2,20170807,20171201,9,9,9,58.5,,4
1387,13-26,3,20171225,20180422,6,6,9,58.5,,4
1387,13-26,4,20180514,20180907,10,9,10,50,,4
1387,13-26,5,20181002,20190125,16,12,10,62,,5
1387,13-26,6,20190220,20190616,3,3,9,43.2,,6
1387,13-26,7,20190708,20191102,2,2,6,30,,4
1387,13-26,8,20191226,20200420,13,12,10,50,,35
1387,13-26,9,20200513,20200904,11,10,10,40,,6
1387,13-26,10,20200929,20210123,14,13,11,63.8,,5
1387,13-26,11,20210217,20210612,14,11,9,45,,6
1387,13-26,12,20210705,20211031,10,10,8,44.8,,4
1387,13-26,13,20220120,20220516,4,4,7,38.5,,
1387,11-16,1,20161219,20170413,13,13,9,43.2,220,
1387,11-16,2,20170809,20171202,13,12,11,52.8,,90
1387,11-16,3,20171226,20180421,13,13,12,75.6,,5
1387,11-16,4,20180515,20180907,18,15,9,45,,5
1387,11-16,5,20181002,20190125,13,10,9,58.5,,5
1387,11-16,6,20190218,20190614,14,13,10,50,,4
1387,11-16,7,20190709,20191104,16,14,8,40,,5
1387,11-16,8,20191126,20200321,15,14,9,57.6,,5
1387,11-16,9,20200414,20200807,15,11,9,45,,5
1387,11-16,10,20200930,20210124,13,9,11,44,,34
1387,11-16,11,20210217,20210613,12,11,10,51,,6
1387,11-16,12,20210709,20211101,17,14,8,42.4,,8
1387,11-161,1,20170324,20170718,14,13,11,47.3,,
1387,11-161,2,20170807,20171201,18,18,7,45.5,,4
1387,11-161,3,20180716,20181109,15,15,8,24,,
1387,11-161,4,20181219,20190414,17,16,9,59.4,,27
1387,11-161,5,20190611,20191005,15,15,9,56.7,,33
1387,11-161,6,20191029,20200221,19,18,10,45,,5
1387,11-161,7,20200513,20200904,19,13,5,30,,62
1387,11-161,8,20201028,20210221,18,18,8,36.8,,34
1387,11-161,9,20210315,20210710,16,12,7,35,,4
1387,12-72,1,20161130,20170323,15,13,10,67,201,
1387,12-72,2,20170419,20170810,18,15,12,72,,6
1387,12-72,3,20171103,20180220,15,15,9,63,,
1387,12-72,4,20180320,20180713,18,17,10,46,,5
1387,12-72,5,20190113,20190509,9,9,10,50,,
1387,12-72,6,20190610,20191002,12,11,9,40.5,,4
1387,12-72,7,20191224,20200419,8,7,10,65,,
1387,12-72,8,20200512,20200903,17,13,8,44,,5
1387,12-72,9,20210114,20210512,8,5,10,56,,
1387,12-72,10,20210608,20211003,9,9,6,30,,5
1387,12-72,11,20211026,20220220,7,4,8,44,,5
1387,13-13,1,20161226,20170418,16,16,13,67.6,227,
1387,13-13,2,20170607,20170929,16,13,10,55,,27
1387,13-13,3,20171024,20180216,19,17,8,36,,5
1387,13-13,4,20180611,20181009,12,12,11,59.4,,88
1387,13-13,5,20181214,20190407,17,16,11,66,,50
1387,13-13,6,20190513,20190906,15,11,9,67.5,,4
1387,13-13,7,20191029,20200221,14,11,11,77,,33
1387,13-13,8,20200317,20200710,17,11,10,65,,5
1387,13-13,9,20200804,20201127,17,15,10,58,,5
1387,13-13,10,20201221,20210416,15,11,9,36,,4
1387,10-18,1,20161130,20170323,14,13,11,55,201,
1387,10-18,2,20170515,20170903,15,13,11,77,,32
1387,10-18,3,20171003,20180125,18,18,11,77,,5
1387,11-162,1,20170123,20170515,15,15,13,71.5,255,
1387,11-162,2,20170613,20171005,13,13,12,60,,5
1387,11-162,3,20171120,20180315,17,17,12,96,,
1387,11-162,4,20180416,20180811,15,14,9,45,,4
1387,11-162,5,20180903,20181227,10,10,9,45,,4
1387,11-162,6,20190121,20190517,6,6,9,45,,4
1387,11-162,7,20190807,20191201,8,8,11,55,,
1387,11-162,8,20200122,20200516,9,8,10,67,,34
1387,11-162,9,20200608,20201001,17,13,10,60,,4
1387,11-162,10,20201125,20210321,6,5,10,62,,34
1387,11-162,11,20210414,20210809,7,4,11,58.3,,6
1387,11-162,12,20210923,20220117,7,6,6,40.8,,
1387,12-18,1,20161226,20170419,15,15,12,57.6,227,
1387,12-18,2,20170515,20170909,10,10,11,49.5,,4
1387,12-18,3,20171117,20180310,16,14,11,70.4,,
1387,12-18,4,20180416,20180812,16,8,10,50,,4
1387,12-18,5,20180903,20181228,12,12,9,27,,4
1387,12-18,6,20190121,20190517,8,8,8,54.4,,4
1387,12-18,7,20190610,20191004,19,16,11,57.2,,4
1387,12-18,8,20191028,20200221,16,14,11,68.2,,4
1387,12-18,9,20200316,20200710,16,11,9,45.9,,4
1387,13-20,1,20170226,20170619,16,16,11,41.8,289,
1387,13-12,1,20161219,20170412,20,19,10,50,220,
1387,13-12,2,20170704,20171027,18,17,10,45,,
1387,13-12,3,20171129,20180323,18,17,10,48,,6
1387,13-12,4,20180417,20180812,14,12,9,45,,5
1387,13-12,5,20180929,20190123,4,4,11,77,,
1387,13-12,6,20190219,20190615,18,17,10,70,,5
1387,13-12,7,20190714,20191108,3,2,8,48,,10
1387,13-12,8,20191128,20200322,9,9,9,54,,7
1387,13-12,9,20200414,20200808,8,6,7,52.5,,5
1387,14-72,1,20161212,20170407,10,9,10,50,200,
1387,14-72,2,20170604,20170927,17,15,11,55,,34
1387,14-72,3,20171124,20180318,21,20,11,49.5,,36
1387,14-72,4,20180416,20180812,18,12,10,50,,4
1387,14-72,5,20180927,20190120,12,10,8,35.2,,
1387,14-72,6,20190513,20190908,2,2,9,41.4,,
1387,15-111,1,20170123,20170515,15,15,13,62.4,242,
1387,15-111,2,20170731,20171123,19,17,14,0,,53
1387,15-111,3,20180117,20180507,19,18,7,49,,27
1387,15-111,4,20180612,20181005,13,11,9,63,,5
1387,15-111,5,20181031,20190223,15,13,12,48,,6
1387,15-111,6,20190319,20190712,14,14,9,45,,5
1387,15-111,7,20190806,20191130,13,12,10,60,,5
1387,15-111,8,20191224,20200418,12,9,8,48,,5
1387,15-111,9,20200513,20200905,8,7,10,60,,6
1387,15-111,10,20200929,20210124,9,8,10,54,,5
1387,15-111,11,20210217,20210613,14,12,10,53,,6
1387,15-111,12,20210706,20211031,12,10,7,36.4,,5
1387,15-111,13,20211123,20220319,13,12,10,57,,5
1387,11-144,1,20170301,20170704,3,0,0,0,279,
1387,11-144,2,20170714,20171106,8,8,9,40.5,,8
1387,11-144,3,20171127,20180322,13,12,10,52,,4
1387,11-144,4,20180416,20180811,12,11,10,50,,4
1387,11-144,5,20180903,20181227,13,12,10,56,,4
1387,11-144,6,20190122,20190518,13,12,11,51.7,,5
1387,11-144,7,20190610,20191003,12,10,9,36,,4
1387,11-144,8,20191028,20200221,11,10,10,60,,4
1387,11-144,9,20200316,20200709,11,11,9,72,,4
1387,11-144,10,20200803,20201125,9,9,10,30,,4
1387,11-144,11,20201221,20210416,14,13,8,41.6,,4
1387,11-144,12,20210511,20210903,15,13,10,35,,5
1387,11-144,13,20210928,20220121,12,9,7,35,,5
1387,13-83,1,20161227,20170419,20,17,10,50,215,
1387,13-83,2,20170516,20170907,20,18,10,40,,5
1387,13-83,3,20171023,20180215,21,19,9,81,,25
1387,13-83,4,20180320,20180713,15,14,11,55,,5
1387,13-83,5,20180806,20181130,20,20,8,72,,5
1387,13-83,6,20181224,20190419,15,15,9,52.2,,4
1387,13-83,7,20190513,20190902,20,20,9,50.4,,4
1387,08-140,1,20170118,20170513,16,15,10,50,237,
1387,08-140,2,20170612,20171007,12,12,10,65,,4
1387,08-140,3,20171030,20180221,14,13,8,64,,4
1387,08-140,4,20180319,20180714,17,15,11,49.5,,4
1387,08-140,5,20180805,20181129,10,10,10,55,,4
1387,08-140,6,20181224,20190419,17,15,10,55,,4
1387,08-140,7,20190513,20190908,16,12,8,36.8,,4
1387,14-53,1,20170107,20170430,21,16,8,51.2,226,
1387,14-53,2,20170612,20171004,16,15,9,54,,4
1387,14-53,3,20171031,20180219,15,14,7,38.5,,5
1387,14-53,4,20180320,20180711,19,13,11,44,,5
1387,14-53,5,20180805,20181201,6,6,9,45,,4
1387,14-53,6,20181224,20190419,10,10,9,48.6,,4
1387,14-53,7,20190514,20190907,22,15,11,61.6,,5
1387,14-53,8,20191001,20200124,12,11,6,33,,5
1387,14-53,9,20200218,20200612,16,14,9,36,,5
1387,14-53,10,20200827,20201221,9,8,8,32.8,,
1387,14-53,11,20210119,20210514,12,10,12,60,,5
1387,15-155,1,20170307,20170702,15,13,9,67.5,285,
1387,15-155,2,20170808,20171204,12,10,9,64.8,,5
1387,15-155,3,20171228,20180421,18,16,9,47.7,,7
1387,15-155,4,20180515,20180909,15,14,8,48,,5
1387,15-155,5,20181002,20190126,15,12,9,49.5,,5
1387,15-155,6,20190219,20190616,14,14,10,52,,5
1387,15-155,7,20190708,20191101,7,7,10,68,,4
1387,15-155,8,20191126,20200320,12,11,10,47,,5
1387,15-155,9,20200415,20200807,8,8,8,51.2,,6
1387,15-155,10,20200901,20201226,13,10,10,54,,5
1387,15-155,11,20210119,20210516,16,14,9,45,,5
1387,15-155,12,20210609,20211004,12,8,7,39.9,,6
1387,15-155,13,20211026,20220220,11,10,9,57.6,,5
1387,14-51,1,20170123,20170518,15,15,10,50,242,
1387,14-51,2,20170612,20171008,5,5,10,70,,4
1387,14-51,3,20171030,20180228,2,2,9,72,,4
1387,14-51,4,20180412,20180807,10,0,0,0,,5
1387,13-107,1,20161227,20170421,17,10,12,54,215,
1387,13-107,2,20170517,20170909,14,14,12,60,,6
1387,13-107,3,20171004,20180128,15,15,8,40,,6
1387,13-107,4,20180215,20180610,12,11,12,72,,6
1387,13-107,5,20180709,20181101,18,14,9,41.4,,4
1387,13-107,6,20190102,20190428,16,12,10,60,,
1387,13-107,7,20190610,20191005,12,7,0,0,,21
1387,13-171,1,20170115,20170510,14,14,10,60,234,
1387,13-171,2,20170614,20171009,6,6,9,49.5,,6
1387,13-171,3,20171031,20180224,10,9,7,42,,5
1387,13-171,4,20180320,20180714,16,14,10,40,,5
1387,13-171,5,20180805,20181130,5,5,10,62,,4
1387,13-171,6,20190208,20190605,13,12,9,58.5,,
1387,13-171,7,20190708,20191101,16,14,7,39.2,,4
1387,13-171,8,20191125,20200320,12,10,10,55,,4
1387,13-171,9,20200415,20200809,11,10,9,52.2,,6
1387,13-171,10,20200903,20201229,16,11,8,44,,7
1387,37-162,1,20170329,20170722,5,5,6,24,186,
1387,37-162,2,20170808,20171201,13,11,10,50,,5
1387,37-162,3,20171225,20180418,14,14,12,66,,4
1387,37-162,4,20180515,20180907,14,13,10,70,,5
1387,37-162,5,20181001,20190125,15,13,11,63.8,,4
1387,37-162,6,20190218,20190613,17,15,11,52.8,,4
1387,37-162,7,20190709,20191101,3,3,9,63,,5
1387,38-100,1,20170324,20170715,19,18,11,44,181,
1387,38-100,2,20170830,20171221,10,9,9,81,,27
1387,38-100,3,20180123,20180518,12,11,12,78,,5
1387,38-100,4,20180703,20181025,12,11,9,63,,
1387,36-25,1,20170718,20171110,6,5,0,0,297,
1387,36-27,1,20170710,20171101,17,15,11,44,289,
1387,36-27,2,20171129,20180325,14,12,10,38,,6
1387,36-27,3,20180417,20180807,18,17,5,22.5,,5
1387,36-27,4,20180903,20181227,16,16,9,27,,4
1387,36-27,5,20190123,20190517,18,17,9,40.5,,6
1387,36-27,6,20190610,20191005,17,15,10,55,,4
1387,36-27,7,20191029,20200220,23,21,12,54,,5
1387,36-27,8,20200317,20200711,11,11,9,50.4,,5
1387,36-27,9,20200901,20201224,18,16,9,45,,
1387,36-27,10,20210119,20210516,10,7,12,60,,5
1387,36-27,11,20210608,20211003,9,9,10,38,,5
1387,36-27,12,20211026,20220218,14,13,10,45,,5
1387,35-168,1,20170422,20170816,11,10,10,55,210,
1387,35-168,2,20170906,20180101,11,11,11,66,,6
1387,35-168,3,20180123,20180511,16,4,9,40.5,,5
1387,35-168,4,20180611,20181005,20,19,10,70,,4
1387,35-168,5,20181029,20190221,19,16,6,42,,4
1387,35-168,6,20190318,20190711,16,13,10,46,,4
1387,35-168,7,20190805,20191130,17,13,9,45,,4
1387,35-168,8,20200120,20200516,18,15,11,44,,32
1387,35-168,9,20200609,20201003,17,14,10,51,,5
1387,35-168,10,20201027,20210222,13,3,0,0,,5
1387,35-181,1,20170804,20171126,14,13,9,58.5,314,
1387,35-181,2,20171225,20180419,13,12,8,32,,4
1387,35-181,3,20180514,20180907,15,14,10,42,,4
1387,35-181,4,20181002,20190124,16,14,11,55,,5
1387,35-181,5,20190218,20190614,17,16,9,54,,4
1387,35-181,6,20190708,20191101,16,14,10,72,,4
1387,35-181,7,20200120,20200514,12,12,12,84,,
1387,35-181,8,20200608,20201001,16,10,10,52,,4
1387,35-181,9,20201026,20210218,15,8,7,42,,4
1387,35-181,10,20210315,20210708,18,12,9,31.5,,4
1387,35-181,11,20210802,20211127,13,11,7,35,,4
1387,37-171,1,20170422,20170818,11,5,12,39.6,210,
1387,36-64,1,20170320,20170716,5,4,9,23.4,177,
1387,36-64,2,20180110,20180424,15,13,11,66,,
1387,36-64,3,20180516,20180911,16,14,6,25.8,,6
1387,37-63,1,20170428,20170820,13,13,12,45.6,216,
1387,37-63,2,20170907,20180101,13,13,11,69.3,,7
1387,37-63,3,20180123,20180518,14,14,12,68.4,,5
1387,37-63,4,20180611,20181004,12,12,10,52,,4
1387,37-63,5,20181029,20190220,13,13,9,54,,4
1387,37-63,6,20190319,20190710,14,12,17,68,,5
1387,37-63,7,20190805,20191128,16,14,11,33,,4
1387,37-63,8,20200121,20200515,9,9,7,33.6,,33
1387,37-63,9,20200608,20201001,16,13,11,62.7,,4
1387,37-63,10,20201027,20210218,15,12,9,49.5,,5
1387,36-73,1,20170321,20170715,14,14,10,50,178,
1387,36-73,2,20171107,20180304,9,7,8,64,,
1387,36-73,3,20180407,20180803,15,14,12,72,,5
1387,36-73,4,20180903,20181229,12,12,10,50,,4
1387,36-73,5,20190122,20190519,19,15,11,59.4,,5
1387,36-73,6,20190611,20191006,10,10,12,63.6,,5
1387,36-73,7,20191223,20200417,13,12,10,50,,
1387,37-65,1,20170416,20170810,14,14,14,74.2,204,
1387,37-65,2,20170920,20180114,5,5,10,40,,20
1387,37-65,3,20180323,20180717,4,4,7,35,,
1387,37-65,4,20180806,20181130,12,11,11,55,,5
1387,37-65,5,20181225,20190420,17,16,12,75.6,,5
1387,37-65,6,20190514,20190907,20,18,11,63.8,,5
1387,37-65,7,20190930,20200124,12,12,11,71.5,,4
1387,40-71,1,20170418,20170811,17,17,12,60,206,
1387,40-71,2,20171020,20180213,13,13,9,45,,
1387,40-71,3,20180320,20180713,10,10,12,48,,12
1387,40-71,4,20181213,20190406,14,13,9,49.5,,
1387,40-71,5,20190515,20190907,16,14,10,48,,15
1387,40-71,6,20190930,20200124,14,13,12,48,,4
1387,40-71,7,20200218,20200612,13,11,8,40,,5
1387,40-71,8,20200709,20201101,12,9,9,47.7,,7
1387,37-23,1,20170418,20170812,14,13,12,54,206,
1387,37-23,2,20170906,20171231,11,11,11,49.5,,6
1387,37-23,3,20180218,20180614,17,16,12,72,,31
1387,37-23,4,20180710,20181103,13,13,11,44,,5
1387,37-23,5,20181126,20190323,10,10,9,49.5,,4
1387,36-185,1,20170501,20170824,16,16,10,20,219,
1387,36-185,2,20170908,20180102,10,10,10,70,,8
1387,36-185,3,20180123,20180518,15,15,10,52,,5
1387,36-185,4,20180611,20181003,12,11,9,63,,4
1387,36-185,5,20190124,20190518,12,12,10,60,,
1387,36-185,6,20190610,20191003,2,2,9,63,,4
1387,36-185,7,20191028,20200220,15,15,10,40,,4
1387,36-185,8,20200317,20200710,14,6,11,64.9,,5
1387,36-185,9,20200805,20201127,14,13,10,45,,6
1387,36-185,10,20201222,20210418,2,0,8,48,,5
1387,37-102,1,20170722,20171114,10,10,10,90,,
1387,37-102,2,20171226,20180416,16,15,10,64,,5
1387,37-102,3,20180516,20180907,13,13,9,33.3,,6
1387,40-68,1,20170522,20170914,16,12,11,33,240,
1387,40-68,2,20171024,20180216,14,14,11,88,,26
1387,40-68,3,20180321,20180718,14,11,9,27,,6
1387,40-68,4,20180806,20181201,8,8,9,54,,5
1387,40-68,5,20190225,20190621,15,8,0,0,,67
1387,37-60,1,20170702,20171025,13,13,13,65,281,
1387,37-60,2,20171127,20180325,11,11,11,77,,4
1387,37-60,3,20180416,20180811,14,10,10,60,,4
1387,37-60,4,20180903,20181227,14,9,0,0,,4
1387,54-37,1,20171002,20180123,14,13,10,58,,
1387,54-37,2,20180220,20180618,8,8,10,65,,5
1387,54-37,3,20180710,20181106,10,10,10,58,,5
1387,54-37,4,20181127,20190324,10,10,10,55,,5
1387,54-37,5,20190416,20190810,11,11,10,55,,5
1387,54-37,6,20190902,20191228,7,7,9,61.2,,4
1387,54-37,7,20200120,20200516,11,11,8,36.8,,4
1387,54-37,8,20200610,20201005,8,7,9,27,,6
1387,54-37,9,20201028,20210221,7,6,11,38.5,,6
1387,54-37,10,20210316,20210711,11,9,8,32.8,,5
1387,53-174,1,20170920,20180116,14,13,10,50,,
1387,53-174,2,20180205,20180603,12,12,11,55,,4
1387,53-174,3,20180716,20181110,10,10,14,63,,
1387,53-174,4,20181220,20190414,14,14,8,48,,
1387,53-174,5,20190513,20190907,20,18,11,71.5,,4
1387,53-174,6,20191001,20200125,11,9,9,46.8,,5
1387,53-174,7,20200511,20200907,14,11,10,50,,
1387,53-174,8,20200929,20210124,15,14,9,27,,5
1387,53-174,9,20210216,20210614,8,5,0,0,,5
1387,54-111,1,20170701,20171025,11,11,12,60,225,
1387,54-111,2,20171127,20180324,10,10,10,65,,4
1387,54-111,3,20180416,20180812,13,13,12,54,,4
1387,54-111,4,20180903,20181229,15,14,11,44,,4
1387,54-111,5,20190122,20190518,14,14,10,35,,5
1387,54-111,6,20190610,20191005,12,12,12,68.4,,4
1387,54-111,7,20191028,20200221,11,10,13,58.5,,4
1387,54-111,8,20200317,20200709,14,12,10,61,,5
1387,54-111,9,20200803,20201127,15,15,10,60,,4
1387,54-111,10,20201222,20210418,13,12,12,64.8,,5
1387,54-111,11,20210511,20210904,12,11,10,58,,5
1387,54-111,12,20210928,20220124,8,8,8,43.2,,5
1387,55-53,1,20170709,20171031,15,14,10,70,233,
1387,55-53,2,20171128,20180323,16,15,7,49,,5
1387,55-53,3,20180416,20180807,17,13,11,60.5,,4
1387,55-53,4,20180903,20181226,17,15,10,70,,4
1387,54-165,1,20170716,20171110,17,17,11,38.5,240,
1387,54-165,2,20171222,20180416,21,19,10,44,,
1387,54-165,3,20180612,20181006,16,13,10,67,,33
1387,54-165,4,20181209,20190403,18,14,10,60,,45
1387,54-165,5,20190514,20190905,18,13,11,57.2,,23
1387,54-165,6,20190930,20200124,15,11,10,65,,4
1387,54-165,7,20200217,20200613,17,13,6,21,,4
1387,54-165,8,20200803,20201128,9,8,9,54,,
1387,54-174,1,20180313,20180705,17,17,12,72,,
1387,54-174,2,20180920,20190115,7,6,11,85.8,,50
1387,54-174,3,20190219,20190611,19,10,9,45,,5
1387,14-120,1,20180202,20180529,15,15,11,44,260,
1387,13-187,1,20180317,20180711,14,13,11,55,310,
1387,13-187,2,20180828,20181221,19,17,12,72,,27
1387,13-187,3,20190121,20190517,19,16,10,45,,4
1387,13-187,4,20190611,20191003,19,16,0,0,,5
1387,13-05,1,20171222,20180419,17,17,11,80.3,225,
1387,13-05,2,20180612,20181003,14,12,9,40.5,,33
1387,13-05,3,20181029,20190221,19,19,11,60.5,,4
1387,13-05,4,20190318,20190711,19,18,11,44,,4
1387,13-05,5,20190902,20191229,17,17,11,61.6,,32
1387,13-05,6,20200120,20200515,16,14,11,61.6,,4
1387,13-05,7,20200608,20201003,17,12,11,49.5,,4
1387,13-05,8,20201026,20210220,13,12,10,70,,4
1387,13-05,9,20210405,20210731,4,2,8,52.8,,
1387,13-05,10,20210830,20211228,9,6,8,52,,4
1387,14-10,1,20171205,20180331,17,15,10,80,207,
1387,15-127,1,20180117,20180513,16,16,11,58.3,243,
1387,15-127,2,20180612,20181006,9,9,10,62,,5
1387,15-127,3,20181029,20190223,15,13,9,32.4,,4
1387,15-127,4,20190318,20190710,17,17,12,73.2,,4
1387,15-127,5,20190806,20191129,16,13,10,60,,5
1387,15-127,6,20191223,20200416,15,14,10,52,,4
1387,15-127,7,20200511,20200903,17,13,10,70,,4
1387,15-127,8,20210311,20210706,5,5,7,35,,
1387,15-143,1,20171201,20180325,9,9,9,40.5,196,
1387,15-143,2,20180417,20180812,12,11,11,55,,5
1387,15-143,3,20180904,20181228,9,9,10,60,,5
1387,15-143,4,20190122,20190516,13,12,11,55,,5
1387,15-143,5,20190611,20191004,11,11,11,49.5,,5
1387,15-143,6,20191029,20200221,9,9,12,84,,5
1387,15-143,7,20200317,20200710,13,13,9,67.5,,5
1387,15-143,8,20200803,20201127,15,13,11,63.8,,4
1387,15-143,9,20201221,20210417,10,10,9,54,,4
1387,15-143,10,20210512,20210904,12,12,10,50,,6
1387,15-143,11,20210930,20220123,4,4,5,36.5,,7
1387,15-74,1,20171130,20180325,12,12,11,66,210,
1387,14-48,1,20180313,20180707,19,18,8,56,305,
1387,14-48,2,20180807,20181201,11,9,9,55.8,,6
1387,14-48,3,20181225,20190423,2,2,7,40.6,,5
1387,14-48,4,20190515,20190907,16,15,10,59,,6
1387,14-48,5,20191002,20200126,12,12,10,65,,6
1387,13-106,1,20180516,20180908,12,11,10,53,370,
1387,13-106,2,20181002,20190124,17,16,6,40.2,,5
1387,13-106,3,20190218,20190614,13,12,12,69.6,,4
1387,13-106,4,20190708,20191101,20,15,6,42,,4
1387,13-106,5,20191126,20200320,15,13,12,68.4,,5
1387,13-106,6,20200414,20200808,4,4,8,56,,5
1387,13-106,7,20200901,20201225,17,14,12,74.4,,5
1387,13-106,8,20210118,20210516,5,5,10,70,,4
1387,13-106,9,20210608,20211002,18,12,10,48,,5
1387,13-106,10,20211120,20220315,15,12,10,55,,
1387,15-57,1,20171205,20180331,12,11,12,54,201,
1387,15-57,2,20180508,20180903,7,7,9,72,,5
1387,15-57,3,20181001,20190124,13,13,9,58.5,,4
1387,15-57,4,20190218,20190613,17,16,10,50,,4
1387,15-57,5,20190904,20191229,5,5,10,45,,
1387,15-57,6,20200219,20200615,11,9,8,36,,34
1387,15-57,7,20200707,20201031,16,15,11,44,,5
1387,12-167,1,20171220,20180415,10,9,11,66,223,
1387,13-68,1,20171130,20180327,13,11,11,49.5,203,
1387,13-68,2,20180417,20180813,13,10,10,45,,5
1387,13-68,3,20180903,20181227,14,14,11,49.5,,4
1387,13-68,4,20190122,20190516,11,11,11,68.2,,5
1387,13-68,5,20190611,20191003,16,14,12,64.8,,5
1387,13-68,6,20191029,20200220,14,14,12,72,,5
1387,13-68,7,20200317,20200709,16,15,10,60,,5
1387,13-68,8,20200804,20201127,15,12,11,70.4,,5
1387,13-68,9,20201222,20210417,16,15,10,52,,5
1387,13-68,10,20210510,20210903,14,12,10,50,,4
1387,13-68,11,20211123,20220319,15,14,13,62.4,,
1387,12-166,1,20180706,20181101,17,16,10,47,,
1387,12-166,2,20181126,20190323,18,15,9,45,,4
1387,12-166,3,20190415,20190808,14,12,10,60,,4
1387,12-166,4,20190903,20191227,17,16,12,84,,5
1387,12-166,5,20200120,20200516,20,14,9,42.3,,4
1387,12-166,6,20200608,20201002,16,14,12,73.2,,4
1387,12-166,7,20201026,20210220,17,16,10,45,,4
1387,12-166,8,20210315,20210711,13,10,10,35,,4
1387,12-166,9,20210803,20211128,13,9,9,45,,5
1387,12-166,10,20211221,20220418,17,13,12,69.6,,5
1387,14-36,1,20180117,20180512,17,16,11,74.8,250,
1387,14-36,2,20180612,20181005,19,17,11,74.8,,5
1387,14-36,3,20181029,20190221,17,16,11,66,,4
1387,14-36,4,20190319,20190711,18,14,11,58.3,,5
1387,14-36,5,20190805,20191128,15,14,5,20,,4
1387,14-36,6,20200218,20200611,15,12,11,61.6,,61
1387,14-36,7,20200707,20201029,19,15,9,32.4,,5
1387,14-36,8,20201123,20210318,21,11,12,64.8,,4
1387,14-36,9,20210412,20210806,23,9,9,55.8,,4
1387,14-36,10,20210831,20211225,11,9,8,42.4,,5
1387,13-117,1,20180502,20180824,17,13,11,66,356,
1387,13-117,2,20181001,20190124,10,10,12,84,,4
1387,13-83,1,20171205,20180331,13,13,8,48,208,
1387,13-83,2,20180509,20180901,6,6,9,51.3,,6
1387,13-83,3,20181018,20190211,11,11,18,108,,
1387,13-83,4,20190319,20190712,20,18,11,58.3,,5
1387,13-83,5,20190911,20200109,4,0,8,36.8,,
1387,13-83,6,20200217,20200610,12,10,9,45,,4
1387,13-83,7,20200706,20201029,9,7,11,61.6,,4
1387,13-83,8,20210111,20210509,3,1,0,0,,
1387,14-04,1,20171208,20180402,14,13,9,52.2,211,
1387,14-04,2,20180515,20180909,16,10,8,40,,5
1387,14-04,3,20181001,20190125,14,12,10,50,,4
1387,14-04,4,20190218,20190614,16,16,9,54,,4
1387,14-04,5,20190708,20191101,16,12,10,70,,4
1387,14-04,6,20191125,20200320,20,16,10,65,,4
1387,14-04,7,20200414,20200806,16,9,10,54,,5
1387,14-04,8,20200831,20201224,13,13,10,52,,4
1387,14-04,9,20210118,20210516,14,11,7,35,,4
1387,14-04,10,20210608,20211002,15,14,9,52.2,,5
1387,14-04,11,20211025,20220219,8,7,9,72,,4
1387,13-184,1,20180317,20180711,15,14,11,55,309,
1387,13-87,1,20180202,20180527,16,15,12,54,267,
1387,13-87,2,20180625,20181018,6,5,6,18,,5
1387,13-87,3,20181127,20190324,4,3,7,38.5,,5
1387,13-87,4,20190416,20190807,16,13,10,70,,5
1387,13-87,5,20190903,20191225,17,16,10,65,,5
1387,13-87,6,20200121,20200513,16,13,10,55,,5
1387,13-87,7,20200608,20201001,13,10,9,72,,4
1387,13-87,8,20201027,20210218,17,10,9,63,,5
1387,13-87,9,20210315,20210709,13,10,10,51,,4
1387,53-21,1,20181101,20190225,15,15,11,58.3,,
1387,53-21,2,20190319,20190713,10,8,8,40,,5
1387,53-21,3,20190807,20191201,11,9,11,44,,6
1387,53-21,4,20191223,20200418,13,11,10,52,,4
