FARM_NO,FARM_PIG_NO,BUNMAN_SANCHA,GYOBAE_DT,BUNMAN_DT,CHONGSAN,SILSAN,EUDUSU,EUKG,CHOGYOBAE,JAE
1751,6-102,7,20150804,20151129,10,8,10,0,,5
1751,5-65,5,20130820,20131215,8,7,10,0,,
1751,5-65,6,20140114,20140512,13,11,10,0,,5
1751,5-65,7,20140610,20141006,14,12,10,0,,5
1751,5-65,8,20141104,20150301,14,12,10,0,,5
1751,6-119,2,20130820,20131215,5,5,10,0,,
1751,6-119,3,20140114,20140509,11,10,11,0,,5
1751,6-119,4,20140603,20140927,9,9,10,0,,5
1751,6-119,5,20141028,20150221,11,9,10,0,,5
1751,6-119,6,20150324,20150718,11,8,11,0,,5
1751,6-119,7,20150818,20151211,15,12,10,0,,5
1751,6-119,8,20160112,20160507,15,12,12,0,,5
1751,6-115,2,20130820,20131213,16,14,10,0,,
1751,6-115,3,20140114,20140510,17,14,11,0,,5
1751,6-115,4,20140603,20140925,14,14,11,0,,5
1751,6-115,5,20141021,20150213,10,10,10,0,,5
1751,6-115,6,20150310,20150701,15,14,12,0,,5
1751,6-115,7,20150728,20151121,17,14,10,0,,5
1751,6-115,8,20151222,20160414,16,13,10,0,,5
1751,6-115,9,20160517,20160909,16,12,10,0,,5
1751,92-47,2,20130820,20131212,11,11,11,0,,
1751,92-47,3,20140130,20140526,14,13,10,0,,
1751,5-111,5,20130821,20131211,12,10,10,0,,
1751,5-111,6,20140107,20140430,15,8,10,0,,5
1751,5-111,7,20140527,20140917,13,12,10,0,,5
1751,5-111,8,20141014,20150203,8,8,0,0,,5
1751,6-159,2,20130822,20131216,12,12,11,0,,
1751,6-159,3,20140115,20140512,15,14,11,0,,6
1751,6-159,4,20140703,20141027,14,13,8,0,,
1751,6-159,5,20141126,20150323,15,13,11,0,,6
1751,6-159,6,20150422,20150815,16,12,10,0,,6
1751,6-159,7,20151011,20160205,14,10,10,0,,
1751,6-159,8,20160401,20160725,13,12,11,0,,29
1751,5-89,5,20130823,20131216,12,12,11,0,,
1751,5-89,6,20140114,20140512,8,8,10,0,,5
1751,5-89,7,20140604,20140928,14,12,10,0,,6
1751,5-89,8,20141029,20150223,15,11,10,0,,6
1751,5-89,9,20150325,20150719,13,10,11,0,,6
1751,93-35,5,20130825,20131215,12,11,10,0,,
1751,93-35,6,20140114,20140506,12,11,11,0,,5
1751,4-70,7,20130826,20131218,7,4,11,0,,
1751,4-183,6,20130826,20131219,9,8,0,0,,
1751,4-183,7,20140114,20140512,9,8,0,0,,4
1751,62-78,4,20130826,20131219,12,12,11,0,,
1751,62-78,5,20140121,20140517,12,12,11,0,,5
1751,62-78,6,20140610,20141006,8,8,10,0,,5
1751,62-78,7,20141104,20150228,12,10,10,0,,5
1751,62-78,8,20150331,20150725,11,11,10,0,,10
1751,62-78,9,20150825,20151221,6,3,10,0,,5
1751,93-55,5,20130826,20131220,5,5,10,0,,
1751,93-55,6,20140121,20140517,7,7,10,0,,5
1751,6-25,4,20130826,20131218,17,15,10,0,,
1751,6-25,5,20140114,20140509,14,12,10,0,,5
1751,6-25,6,20140604,20140927,3,1,10,0,,6
1751,6-25,7,20141029,20150221,4,4,10,0,,6
1751,5-107,6,20130827,20131219,14,13,11,0,,
1751,5-107,7,20140114,20140508,13,11,11,0,,5
1751,5-107,8,20140603,20140926,12,10,10,0,,5
1751,5-107,9,20141028,20150220,9,6,10,0,,5
1751,6-90,3,20130827,20131221,13,13,11,0,,
1751,6-90,4,20140121,20140516,19,18,11,0,,5
1751,6-90,5,20140610,20141002,10,9,10,0,,5
1751,6-90,6,20141028,20150220,10,10,10,0,,5
1751,6-90,7,20150316,20150708,14,12,11,0,,4
1751,90-28,2,20130828,20131219,15,12,11,0,,
1751,90-28,3,20140121,20140514,12,12,11,0,,5
1751,6-188B,3,20130830,20131224,15,14,11,0,,
1751,6-188B,4,20140124,20140520,12,11,10,0,,8
1751,6-188B,5,20140617,20141012,11,10,9,0,,5
1751,5-188,4,20130830,20131225,15,14,11,0,,
1751,5-188,5,20140121,20140516,16,14,11,0,,5
1751,5-188,6,20140702,20141027,14,12,8,0,,
1751,5-188,7,20141125,20150321,14,12,11,0,,5
1751,5-188,8,20150421,20150815,5,5,10,0,,5
1751,64-83,1,20130831,20131223,11,10,10,0,242,
1751,64-83,2,20140121,20140517,11,8,11,0,,5
1751,64-83,3,20140630,20141024,11,5,8,0,,
1751,64-83,4,20141125,20150320,17,13,10,0,,5
1751,64-83,5,20150414,20150806,15,12,10,0,,5
1751,8-3,1,20130831,20131223,13,12,11,0,242,
1751,8-3,2,20140217,20140612,12,11,10,0,,
1751,8-3,3,20140708,20141102,11,8,9,0,,5
1751,8-3,4,20141202,20150329,5,5,12,0,,5
1751,8-3,5,20150428,20150822,7,7,10,0,,5
1751,4-63,7,20130831,20131225,12,10,10,0,,
1751,4-63,8,20140121,20140517,11,9,10,0,,5
1751,4-63,9,20140610,20141004,11,10,10,0,,5
1751,4-63,10,20141103,20150227,12,11,10,0,,4
1751,4-63,11,20150325,20150719,9,7,10,0,,6
1751,64-27,1,20130901,20131227,15,13,11,0,242,
1751,64-27,2,20140128,20140523,11,10,10,0,,5
