FARM_NO,FARM_PIG_NO,BUNMAN_SANCHA,GYOBAE_DT,BUNMAN_DT,CHONGSAN,SILSAN,EUDUSU,EUKG,CHOGYOBAE,JAE
1751,8-11,4,20150225,20150620,7,7,11,0,,6
1751,3-178,8,20131029,20140223,2,2,10,0,,
1751,5-132,5,20131029,20140221,20,17,9,0,,
1751,5-132,6,20140325,20140720,14,12,10,0,,5
1751,5-132,7,20140812,20141207,14,11,10,0,,5
1751,5-132,8,20150107,20150503,15,13,12,0,,6
1751,5-132,9,20150602,20150926,13,10,10,0,,5
1751,5-132,10,20151027,20160219,13,11,7,0,,5
1751,5-132,11,20160329,20160723,13,12,11,0,,5
1751,3-163,8,20131030,20140224,15,13,9,0,,
1751,3-163,9,20140326,20140720,14,13,10,0,,6
1751,8-97,1,20131030,20140224,12,11,10,0,241,
1751,8-97,2,20140327,20140721,10,9,11,0,,7
1751,8-97,3,20140812,20141207,12,12,10,0,,5
1751,8-97,4,20150107,20150504,14,14,12,0,,6
1751,8-97,5,20150602,20150927,15,11,10,0,,5
1751,8-97,6,20151117,20160313,14,10,12,0,,26
1751,8-97,7,20160414,20160808,13,7,10,0,,7
1751,6-136,2,20130715,20131109,12,12,10,0,,
1751,6-136,3,20131210,20140404,11,11,10,0,,5
1751,6-136,4,20140506,20140828,11,8,10,0,,5
1751,6-136,5,20140923,20150117,10,8,10,0,,5
1751,6-136,6,20150217,20150612,9,8,11,0,,5
1751,5-199,4,20130715,20131107,13,13,10,0,,
1751,5-199,5,20131209,20140403,11,11,10,0,,4
1751,5-199,6,20140506,20140829,14,11,9,0,,5
1751,4-106,6,20130710,20131103,11,8,10,0,,
1751,4-106,7,20131210,20140406,14,13,10,0,,5
1751,6-156,2,20130715,20131107,15,14,10,0,,
1751,6-156,3,20131210,20140404,11,10,10,0,,5
1751,6-80,3,20130716,20131107,11,11,10,0,,
1751,6-80,4,20131210,20140405,9,9,10,0,,5
1751,6-80,5,20140507,20140829,6,6,10,0,,6
1751,6-80,6,20140930,20150125,6,6,10,0,,5
1751,90-56,2,20130716,20131108,17,17,10,0,,
1751,90-56,3,20131210,20140404,22,22,10,0,,5
1751,90-56,4,20140506,20140829,20,15,9,0,,5
1751,90-56,5,20141010,20150203,22,17,11,0,,15
1751,90-56,6,20150505,20150827,22,13,10,0,,
1751,90-56,7,20150928,20160120,16,13,10,0,,4
1751,90-56,8,20160301,20160626,22,12,10,0,,12
1751,3-166,8,20130717,20131108,13,12,10,0,,
1751,3-166,9,20131210,20140403,7,6,10,0,,5
1751,6-149,2,20130716,20131109,9,8,10,0,,
1751,6-76,3,20130716,20131110,12,12,10,0,,
1751,6-76,4,20131210,20140406,10,10,10,0,,5
1751,6-14,4,20130717,20131110,7,7,10,0,,
1751,5-68,9,20130709,20131103,10,10,10,0,,
1751,5-68,10,20131203,20140331,9,9,10,0,,5
1751,5-68,11,20140429,20140824,8,0,10,0,,5
1751,5-68,12,20140923,20150118,15,11,10,0,,5
1751,5-68,13,20150217,20150613,14,7,10,0,,5
1751,5-68,14,20150707,20151102,10,2,0,0,,5
1751,5-189,4,20130709,20131101,12,10,9,0,,
1751,5-189,5,20131203,20140329,7,7,8,0,,5
1751,4-158,6,20130709,20131101,10,10,9,0,,
1751,4-158,7,20131203,20140329,7,6,11,0,,5
1751,6-142,2,20130709,20131101,11,11,10,0,,
1751,6-142,3,20131203,20140327,12,12,10,0,,5
1751,6-142,4,20140422,20140816,12,11,10,0,,4
1751,6-142,5,20140909,20150103,10,10,9,0,,5
1751,6-142,6,20150219,20150616,13,10,11,0,,21
1751,6-142,7,20150714,20151108,14,11,10,0,,5
1751,6-142,8,20151208,20160403,13,11,12,0,,5
1751,6-22,4,20130709,20131101,11,8,9,0,,
1751,6-22,5,20131203,20140328,19,16,10,0,,5
1751,6-22,6,20140429,20140822,13,12,10,0,,5
1751,6-22,7,20140917,20150110,11,9,9,0,,6
1751,5-25,5,20130709,20131104,11,10,9,0,,
1751,5-25,6,20131203,20140331,3,3,10,0,,5
1751,5-81,4,20130709,20131103,7,5,9,0,,
1751,5-81,5,20131203,20140331,7,7,10,0,,5
1751,5-88,5,20130709,20131102,9,8,10,0,,
1751,5-88,6,20131203,20140329,18,13,10,0,,5
1751,5-88,7,20140430,20140823,13,13,10,0,,6
1751,5-88,8,20140924,20150118,17,12,10,0,,6
1751,5-88,9,20150218,20150614,16,11,11,0,,6
1751,5-88,10,20150708,20151101,15,10,10,0,,6
1751,5-88,11,20151202,20160327,8,3,9,0,,6
1751,6-37,4,20130709,20131102,11,11,9,0,,
1751,6-37,5,20131203,20140331,13,13,10,0,,5
1751,6-37,6,20140429,20140824,14,12,10,0,,5
1751,6-37,7,20140923,20150119,12,12,10,0,,5
1751,6-37,8,20150216,20150612,13,12,11,0,,4
1751,6-37,9,20150706,20151030,18,15,10,0,,4
1751,6-37,10,20151130,20160325,13,12,10,0,,4
1751,6-181,1,20130708,20131102,13,12,10,0,241,
1751,6-181,2,20131203,20140331,3,3,10,0,,5
1751,6-181,3,20140619,20141015,8,7,9,0,,
1751,6-181,4,20141111,20150307,11,11,10,0,,5
1751,2-17,12,20131105,20140228,11,8,9,0,,
1751,5-46,6,20131105,20140303,9,9,9,0,,
1751,6-177,2,20131105,20140301,9,9,10,0,,
1751,6-177,3,20140325,20140720,3,3,9,0,,5
1751,91-8,4,20131105,20140228,17,12,10,0,,
1751,91-8,5,20140401,20140725,4,4,8,0,,5
1751,4-93,7,20131105,20140228,14,10,10,0,,
1751,4-93,8,20140401,20140724,13,10,10,0,,5
1751,6-183,2,20131105,20140303,7,7,10,0,,
1751,6-183,3,20140401,20140726,9,9,10,0,,5
1751,6-183,4,20140820,20141215,11,11,10,0,,6
1751,6-183,5,20150113,20150511,15,13,12,0,,5
1751,6-183,6,20150602,20150928,9,7,10,0,,5
1751,4-87,7,20131219,20140414,9,9,10,0,,
1751,5-43,6,20131105,20140303,12,11,10,0,,
1751,5-43,7,20140401,20140726,13,10,10,0,,5
1751,3-153,8,20131104,20140228,10,10,10,0,,
1751,3-153,9,20140325,20140718,12,10,8,0,,5
1751,3-153,10,20140819,20141214,10,8,10,0,,12
1751,6-146,2,20131219,20140416,14,13,11,0,,
1751,6-146,3,20140513,20140908,8,8,9,0,,5
1751,6-146,4,20141029,20150222,14,10,10,0,,
1751,6-146,5,20150324,20150719,11,6,10,0,,5
1751,5-3,7,20131105,20140228,15,11,10,0,,
1751,5-92,5,20131106,20140304,8,8,8,0,,
1751,5-92,6,20140401,20140725,11,4,6,0,,5
1751,5-139,5,20131105,20140301,7,7,10,0,,
1751,4-34,7,20131104,20140303,12,11,10,0,,
1751,6-72,5,20131105,20140228,19,17,10,0,,
1751,6-72,6,20140510,20140902,19,16,10,0,,
1751,6-72,7,20140930,20150124,20,15,10,0,,5
1751,6-72,8,20150224,20150619,18,14,11,0,,5
1751,6-72,9,20150714,20151105,8,8,10,0,,5
1751,8-23B,9,20130721,20131114,11,9,10,0,,
1751,8-23B,10,20131217,20140410,14,9,11,0,,5
1751,64-74,1,20130922,20140112,9,9,10,0,242,
1751,64-74,2,20140211,20140606,15,13,10,0,,5
1751,64-74,3,20140812,20141207,17,13,10,0,,
1751,64-74,4,20150106,20150503,12,11,12,0,,5
1751,64-74,5,20150623,20151018,15,14,10,0,,
1751,64-74,6,20151117,20160311,15,13,12,0,,5
1751,64-74,7,20160412,20160806,14,12,10,0,,5
1751,64-74,8,20160913,20170106,12,10,11,0,,5
1751,8-22B,9,20131029,20140221,13,8,10,0,,
1751,6-131,2,20130708,20131031,7,7,10,0,,
1751,6-131,3,20131210,20140402,14,13,11,0,,5
1751,6-131,4,20140429,20140821,13,12,10,0,,5
1751,6-131,5,20140916,20150107,12,10,9,0,,5
1751,6-131,6,20150210,20150606,11,10,12,0,,5
1751,6-131,7,20150630,20151023,7,7,10,0,,5
1751,5-58,5,20130708,20131031,15,13,9,0,,
1751,5-183,4,20130708,20131031,17,11,10,0,,
1751,5-183,5,20131203,20140328,16,13,10,0,,5
1751,5-183,6,20140520,20140915,11,10,10,0,,26
1751,5-183,7,20141014,20150206,13,11,10,0,,5
1751,5-183,8,20150310,20150703,10,9,10,0,,5
1751,4-95,5,20130708,20131031,16,13,9,0,,
1751,4-95,6,20131203,20140327,14,12,10,0,,5
1751,4-95,7,20140421,20140814,10,10,8,0,,3
1751,4-95,8,20140909,20150104,11,7,9,0,,5
1751,93-11,4,20130701,20131024,8,7,10,0,,
1751,93-11,5,20131126,20140322,8,8,10,0,,5
1751,93-11,6,20140422,20140818,7,7,7,0,,4
1751,4-90,8,20130706,20131029,8,7,9,0,,
1751,4-90,9,20131126,20140325,13,13,10,0,,5
1751,4-90,10,20140423,20140819,8,8,10,0,,5
1751,4-90,11,20140917,20150112,4,4,10,0,,6
1751,5-41,5,20130701,20131024,10,7,10,0,,
1751,5-41,6,20131126,20140320,10,10,9,0,,5
1751,5-41,7,20140415,20140808,11,8,10,0,,5
1751,5-137,4,20130704,20131027,13,11,10,0,,
1751,5-137,5,20131202,20140329,15,13,11,0,,4
1751,5-137,6,20140429,20140824,15,14,10,0,,5
1751,6-110,2,20130703,20131026,10,10,11,0,,
1751,6-110,3,20131126,20140323,12,11,10,0,,5
1751,6-110,4,20140422,20140816,14,12,10,0,,4
1751,6-110,5,20140909,20150105,17,13,9,0,,5
1751,6-110,6,20150203,20150529,7,6,12,0,,5
1751,6-195,1,20130706,20131029,11,10,10,0,249,
1751,6-195,2,20131202,20140328,9,9,10,0,,4
1751,6-195,3,20140422,20140816,7,7,10,0,,4
1751,6-195,4,20140909,20150107,1,1,9,0,,5
1751,5-105,4,20130702,20131025,11,11,10,0,,
1751,6-44,3,20130708,20131031,13,12,7,0,,
1751,6-44,4,20131119,20140314,14,14,8,0,,5
1751,6-44,5,20140408,20140730,15,13,10,0,,5
1751,6-44,6,20140826,20141218,15,12,8,0,,5
1751,6-44,7,20150120,20150514,13,12,11,0,,5
1751,6-135,2,20130704,20131027,9,9,10,0,,
1751,6-135,3,20131126,20140323,5,5,10,0,,5
1751,6-135,4,20140422,20140816,11,11,9,0,,4
1751,6-135,5,20140909,20150103,12,10,9,0,,5
1751,5-40,5,20130703,20131026,10,10,10,0,,
1751,5-40,6,20131126,20140321,9,4,4,0,,5
1751,6-29,4,20130702,20131025,7,7,9,0,,
1751,6-29,5,20131126,20140323,13,12,10,0,,5
1751,6-29,6,20140422,20140816,6,5,10,0,,4
1751,3-6,9,20130702,20131025,13,9,9,0,,
1751,3-6,10,20131126,20140323,9,8,10,0,,5
1751,3-6,11,20140422,20140818,3,2,8,0,,4
1751,5-148,4,20130701,20131024,12,11,10,0,,
1751,5-148,5,20131126,20140322,3,3,6,0,,5
1751,6-17,4,20130703,20131026,11,10,10,0,,
1751,6-17,5,20131126,20140321,11,9,8,0,,5
1751,6-17,6,20140415,20140810,13,10,10,0,,5
1751,6-17,7,20140904,20141229,12,10,9,0,,7
1751,6-17,8,20150209,20150606,11,8,10,0,,18
1751,5-192,4,20130704,20131027,10,9,9,0,,
1751,5-192,5,20131127,20140324,10,10,10,0,,6
1751,5-192,6,20140423,20140818,10,10,10,0,,5
1751,5-192,7,20140916,20150111,5,2,9,0,,5
1751,5-198,4,20130703,20131026,12,12,9,0,,
1751,5-198,5,20131213,20140407,10,9,10,0,,22
1751,5-198,6,20140506,20140829,13,10,9,0,,5
1751,5-198,7,20140930,20150123,13,10,10,0,,5
1751,5-126,4,20130622,20131015,0,0,0,0,,
1751,4-122,6,20130626,20131019,8,8,9,0,,
1751,4-122,7,20131119,20140316,11,11,8,0,,5
1751,4-122,8,20140415,20140810,9,8,10,0,,5
1751,4-112,6,20130626,20131019,11,11,7,0,,
1751,4-112,7,20131119,20140317,11,9,8,0,,5
1751,4-112,8,20140415,20140809,9,8,10,0,,5
1751,4-112,9,20140902,20141229,4,4,9,0,,5
1751,6-165,1,20130626,20131019,10,10,10,0,249,
1751,6-165,2,20131119,20140316,14,13,9,0,,5
1751,6-165,3,20140415,20140808,13,12,10,0,,5
1751,6-165,4,20140902,20141228,13,12,9,0,,5
1751,6-165,5,20150127,20150522,16,12,12,0,,5
1751,6-165,6,20150616,20151011,16,12,10,0,,5
1751,6-165,7,20151110,20160305,16,12,10,0,,5
1751,6-165,8,20160405,20160801,17,10,11,0,,5
1751,5-121,4,20130627,20131020,10,10,8,0,,
1751,5-121,5,20131119,20140316,8,8,7,0,,5
1751,5-121,6,20140415,20140810,11,11,8,0,,5
1751,5-121,7,20140909,20150104,10,8,9,0,,5
1751,5-117,4,20130628,20131021,10,10,9,0,,
1751,6-138,1,20130705,20131028,7,7,7,0,249,
1751,6-138,2,20131213,20140410,14,13,10,0,,22
1751,6-138,3,20140506,20140831,8,8,10,0,,5
1751,6-138,4,20140930,20150125,13,11,10,0,,5
1751,6-138,5,20150224,20150619,11,8,11,0,,5
1751,6-138,6,20150714,20151109,11,10,10,0,,5
1751,6-138,7,20151208,20160404,9,6,12,0,,5
1751,6-138,8,20160503,20160828,11,9,10,0,,5
1751,6-139,2,20130627,20131020,2,1,8,0,,
1751,6-139,3,20131119,20140315,11,9,10,0,,5
1751,6-139,4,20140408,20140801,10,10,10,0,,5
1751,6-139,5,20140826,20141219,11,9,8,0,,5
1751,6-139,6,20150120,20150514,11,10,11,0,,5
1751,6-139,7,20150609,20151001,12,9,10,0,,5
1751,6-132,2,20130627,20131020,12,11,10,0,,
1751,6-132,3,20131119,20140317,10,10,9,0,,5
1751,6-132,4,20140415,20140810,10,10,6,0,,5
1751,6-132,5,20140909,20150104,14,10,9,0,,5
1751,6-132,6,20150203,20150529,11,11,12,0,,5
1751,6-132,7,20150624,20151017,12,11,10,0,,6
1751,6-132,8,20151117,20160312,10,8,13,0,,5
1751,6-132,9,20160412,20160807,12,10,10,0,,5
1751,91-67,2,20130627,20131020,9,8,8,0,,
1751,91-67,3,20131126,20140324,8,8,10,0,,5
1751,91-67,4,20140422,20140816,11,9,10,0,,4
1751,5-162,3,20130628,20131021,13,13,9,0,,
1751,5-162,4,20131126,20140323,14,13,10,0,,5
1751,5-162,5,20140422,20140818,8,8,10,0,,4
1751,5-162,6,20140916,20150110,11,9,9,0,,5
1751,2-103,11,20130627,20131020,6,4,4,0,,
1751,2-103,12,20131118,20140316,8,5,7,0,,4
1751,6-185,1,20130625,20131018,7,7,9,0,249,
1751,6-185,2,20131210,20140405,12,11,10,0,,
1751,90-158,2,20130623,20131016,10,10,10,0,,
1751,90-158,3,20131209,20140403,17,15,10,0,,
1751,4-133,6,20130625,20131018,14,13,9,0,,
1751,4-133,7,20131119,20140315,12,11,8,0,,5
1751,4-133,8,20140408,20140731,11,11,10,0,,5
1751,4-133,9,20140826,20141220,7,7,8,0,,5
1751,6-196,1,20130629,20131022,4,2,8,0,249,
1751,3-95,8,20130626,20131019,7,6,8,0,,
1751,3-95,9,20131119,20140318,3,3,8,0,,5
1751,2-191,9,20130625,20131018,7,7,8,0,,
1751,2-191,10,20131119,20140316,5,4,8,0,,5
1751,6-1,4,20130625,20131018,10,9,8,0,,
1751,6-1,5,20131119,20140314,7,7,9,0,,5
1751,6-1,6,20140409,20140730,12,10,0,0,,6
1751,6-196,2,20130625,20131018,14,10,7,0,,
1751,6-196,3,20131119,20140314,10,10,8,0,,5
1751,61-7,3,20130627,20131020,11,10,9,0,,
1751,61-7,4,20131119,20140317,11,8,8,0,,5
1751,61-7,5,20140415,20140807,14,12,10,0,,5
1751,61-7,6,20140902,20141228,8,7,9,0,,5
1751,6-174,1,20130615,20131008,11,9,11,0,249,
1751,6-174,2,20131112,20140310,5,4,7,0,,5
1751,6-174,3,20140408,20140731,10,8,10,0,,5
1751,2-114,9,20130621,20131014,9,9,10,0,,
1751,2-114,10,20131112,20140310,12,7,10,0,,5
1751,6-107,2,20130619,20131012,14,12,10,0,,
1751,6-107,3,20131112,20140308,14,11,8,0,,5
1751,6-107,4,20140414,20140810,16,14,10,0,,11
1751,6-107,5,20140902,20141229,5,5,9,0,,5
1751,6-107,6,20150127,20150522,16,11,12,0,,5
1751,6-107,7,20150615,20151010,17,12,11,0,,4
1751,6-107,8,20151108,20160303,11,10,10,0,,3
1751,6-107,9,20160405,20160731,16,10,10,0,,5
1751,5-27,6,20130619,20131012,10,10,11,0,,
1751,5-27,7,20131112,20140308,9,9,10,0,,5
1751,5-27,8,20140409,20140802,9,9,10,0,,6
1751,5-27,9,20140827,20141223,9,9,8,0,,6
1751,3-182,7,20130619,20131012,11,10,9,0,,
1751,3-182,8,20131112,20140308,13,10,10,0,,5
1751,3-182,9,20140402,20140726,10,10,10,0,,6
1751,1-77,11,20130621,20131014,4,4,10,0,,
1751,1-77,12,20131112,20140309,3,3,9,0,,5
1751,6-188,1,20130622,20131015,5,5,10,0,249,
1751,6-188,2,20131224,20140417,14,13,10,0,,
1751,6-188,3,20140513,20140905,3,3,10,0,,5
1751,6-188,4,20141029,20150221,10,10,10,0,,
1751,6-167,1,20130621,20131014,13,13,9,0,249,
1751,6-167,2,20131112,20140309,8,8,8,0,,5
1751,6-167,3,20140408,20140801,12,12,10,0,,5
1751,6-167,4,20140916,20150110,14,12,9,0,,
1751,6-167,5,20150210,20150606,14,11,11,0,,5
1751,5-161,4,20130618,20131011,16,14,10,0,,
1751,5-161,5,20131112,20140309,13,12,10,0,,5
1751,5-161,6,20140408,20140804,15,13,9,0,,5
1751,5-161,7,20140921,20150119,3,3,10,0,,
1751,6-184,1,20130625,20131018,12,12,10,0,249,
1751,6-184,2,20131112,20140312,2,2,8,0,,5
1751,6-184,3,20140409,20140805,8,8,8,0,,6
1751,6-184,4,20140828,20141224,7,7,8,0,,0
1751,6-184,5,20150120,20150516,10,9,11,0,,5
1751,6-184,6,20150609,20151005,8,7,10,0,,5
1751,4-183B,5,20130617,20131010,4,4,10,0,,
1751,4-183B,6,20131112,20140306,10,10,10,0,,5
1751,4-183B,7,20140402,20140725,10,9,10,0,,6
1751,6-163,1,20130621,20131014,13,13,11,0,249,
1751,6-163,2,20131112,20140312,4,4,8,0,,5
1751,6-163,3,20140408,20140804,8,8,8,0,,5
1751,6-163,4,20140918,20150116,12,10,10,0,,
1751,6-163,5,20150217,20150612,10,10,11,0,,5
1751,3-71B,9,20131105,20140301,10,10,9,0,,
1751,3-71B,10,20140401,20140726,13,6,10,0,,5
1751,4-180B,6,20131105,20140225,15,12,9,0,,
1751,4-180B,7,20140401,20140723,16,5,0,0,,5
1751,6-91,3,20130716,20131108,15,15,10,0,,
1751,6-91,4,20131207,20140331,16,14,10,0,,2
1751,6-91,5,20140510,20140904,9,9,7,0,,16
1751,6-91,6,20140929,20150123,15,11,10,0,,4
1751,6-118,3,20131215,20140411,16,15,10,0,,
1751,6-118,4,20140506,20140829,10,9,10,0,,5
1751,6-118,5,20140930,20150125,7,5,10,0,,5
1751,6-118,6,20150224,20150620,12,10,11,0,,5
1751,6-118,7,20150714,20151108,6,6,10,0,,5
1751,7-107,1,20131202,20140327,10,10,10,0,243,
1751,7-107,2,20140422,20140815,11,10,10,0,,4
1751,7-107,3,20140910,20150104,10,9,9,0,,6
1751,7-107,4,20150203,20150528,13,13,12,0,,5
1751,7-107,5,20150623,20151014,13,8,10,0,,5
1751,7-107,6,20151117,20160310,13,9,12,0,,5
1751,7-107,7,20160412,20160805,12,10,10,0,,5
1751,7-107,8,20160906,20161231,11,9,11,0,,5
1751,68-156,1,20131205,20140331,11,11,11,0,243,
1751,68-156,2,20140429,20140823,10,9,11,0,,5
1751,68-156,3,20140916,20150110,7,7,9,0,,5
1751,68-156,4,20150210,20150605,19,14,11,0,,5
1751,68-156,5,20150630,20151024,11,11,11,0,,5
1751,68-156,6,20151123,20160320,4,4,12,0,,4
1751,68-104,1,20131206,20140331,13,13,11,0,243,
1751,68-104,2,20140429,20140823,8,8,10,0,,5
1751,68-104,3,20140923,20150117,12,10,10,0,,5
1751,68-104,4,20150217,20150612,15,12,10,0,,5
1751,68-104,5,20150706,20151030,13,10,11,0,,4
1751,68-104,6,20151201,20160327,11,9,11,0,,5
1751,5-83,5,20130704,20131027,9,9,10,0,,
1751,5-83,6,20131126,20140323,12,9,10,0,,5
1751,5-83,7,20140422,20140818,5,5,10,0,,4
1751,38-123,1,20131205,20140330,10,10,11,0,243,
1751,6-180B,1,20130709,20131101,10,10,9,0,241,
1751,6-180B,2,20131203,20140329,12,12,7,0,,5
1751,6-180B,3,20140429,20140823,11,9,10,0,,5
1751,6-180B,4,20140916,20150110,12,12,9,0,,5
1751,6-180B,5,20150210,20150606,13,10,11,0,,5
1751,6-180B,6,20150630,20151026,12,12,11,0,,5
1751,6-180B,7,20151124,20160320,13,11,11,0,,5
1751,6-180B,8,20160418,20160812,12,10,10,0,,4
1751,5-141B,4,20130709,20131101,10,10,9,0,,
1751,5-141B,5,20131203,20140329,17,14,11,0,,5
1751,5-141B,6,20140429,20140823,15,13,10,0,,5
1751,5-141B,7,20140923,20150116,10,10,10,0,,5
1751,5-141B,8,20150217,20150613,11,8,0,0,,5
1751,8-135,1,20131209,20140405,11,11,10,0,243,
1751,8-135,2,20140506,20140829,12,12,10,0,,5
1751,8-135,3,20140930,20150125,11,11,10,0,,5
1751,8-135,4,20150224,20150618,11,11,11,0,,5
1751,8-135,5,20150714,20151108,16,11,10,0,,5
1751,8-135,6,20151207,20160414,14,13,12,0,,4
1751,8-135,7,20160503,20160827,8,7,10,0,,5
1751,8-103,1,20131218,20140414,10,10,10,0,243,
1751,8-103,2,20140513,20140905,7,6,10,0,,5
1751,8-103,3,20141127,20150325,12,10,11,0,,
1751,8-103,4,20150421,20150814,7,7,10,0,,5
1751,8-103,5,20150915,20160108,12,11,10,0,,5
1751,8-103,6,20160208,20160602,15,11,10,0,,4
1751,8-103,7,20160705,20161028,9,9,9,0,,5
1751,5-106B,6,20130827,20131221,11,10,11,0,,
1751,5-106B,7,20140126,20140524,12,9,10,0,,10
1751,4-181B,6,20130925,20140120,9,9,10,0,,
1751,4-181B,7,20140218,20140614,17,12,10,0,,5
1751,4-181B,8,20140708,20141031,10,10,7,0,,5
1751,4-181B,9,20141202,20150325,18,10,11,0,,5
1751,8-185,1,20131223,20140419,16,13,11,0,243,
1751,8-185,2,20140513,20140905,14,13,9,0,,5
1751,8-185,3,20141007,20150201,12,10,10,0,,5
1751,8-185,4,20150303,20150626,19,14,12,0,,5
1751,8-185,5,20150721,20151115,19,14,10,0,,5
1751,8-185,6,20151215,20160408,14,12,10,0,,5
1751,8-185,7,20160509,20160901,16,10,10,0,,4
1751,8-185,8,20161003,20170127,10,8,11,0,,4
1751,8-104,1,20131223,20140418,9,9,11,0,243,
1751,8-104,2,20140727,20141119,12,11,10,0,,
1751,8-104,3,20141216,20150413,10,9,11,0,,5
1751,8-104,4,20150512,20150906,9,7,10,0,,5
1751,8-104,5,20151006,20160131,9,9,10,0,,5
1751,6-13,5,20131008,20140201,7,6,10,0,,
1751,6-13,6,20140224,20140623,11,11,10,0,,4
1751,65-51,4,20130906,20131230,5,5,0,0,,
1751,25-123,1,20140104,20140430,10,10,10,0,244,
1751,25-123,2,20140617,20141013,10,9,9,0,,
1751,25-123,3,20141111,20150307,18,15,10,0,,5
1751,25-123,4,20150407,20150802,10,10,10,0,,5
1751,25-123,5,20150825,20151222,7,7,10,0,,5
1751,25-123,6,20160119,20160514,14,13,12,0,,5
1751,25-123,7,20160614,20161009,13,11,10,0,,5
1751,38-124,1,20140106,20140503,10,10,11,0,244,
1751,38-124,2,20140617,20141012,10,10,9,0,,
1751,38-124,3,20141111,20150307,16,12,10,0,,5
1751,38-124,4,20150428,20150822,15,11,11,0,,
1751,38-124,5,20151013,20160206,8,7,10,0,,
1751,38-124,6,20160307,20160703,14,10,11,0,,4
1751,62-92,4,20130916,20140109,10,10,9,0,,
1751,62-92,5,20140211,20140606,12,10,10,0,,5
1751,4-189B,7,20131015,20140207,10,10,10,0,,
1751,4-189B,8,20140304,20140627,9,9,10,0,,5
1751,6-194B,1,20131126,20140321,9,9,9,0,244,
1751,6-194B,2,20140415,20140809,9,9,10,0,,5
1751,6-194B,3,20140902,20141229,10,10,9,0,,5
1751,6-194B,4,20150127,20150523,4,4,11,0,,5
1751,6-164,1,20130927,20140120,9,9,10,0,249,
1751,6-164,2,20140218,20140615,12,11,10,0,,5
1751,6-164,3,20140715,20141109,8,8,9,0,,5
1751,6-164,4,20141209,20150405,10,10,11,0,,5
1751,6-164,5,20150505,20150831,11,11,10,0,,5
1751,6-164,6,20150929,20160125,15,13,10,0,,5
1751,6-164,7,20160223,20160619,14,10,12,0,,5
1751,9-1,1,20140124,20140521,7,7,11,0,244,
1751,9-1,2,20140617,20141011,14,13,9,0,,5
1751,9-1,3,20141111,20150305,14,13,10,0,,5
1751,9-1,4,20150331,20150721,16,12,10,0,,10
1751,9-1,5,20150817,20151211,12,9,10,0,,4
1751,9-1,6,20160111,20160505,11,8,11,0,,4
1751,9-4,1,20140125,20140520,14,10,11,0,244,
1751,8-199,1,20140125,20140520,10,10,10,0,244,
1751,8-199,2,20140619,20141015,7,7,9,0,,7
1751,8-199,3,20141112,20150309,14,12,11,0,,6
1751,8-199,4,20150407,20150731,14,11,10,0,,5
1751,8-199,5,20150825,20151218,19,14,10,0,,5
1751,8-199,6,20160119,20160513,16,13,11,0,,5
1751,8-199,7,20160614,20161008,11,10,10,0,,5
1751,8-199,8,20161108,20170303,14,11,11,0,,5
1751,8-159,1,20140126,20140522,6,5,10,0,244,
1751,8-159,2,20140709,20141102,8,7,9,0,,27
1751,8-159,3,20141203,20150328,14,13,12,0,,6
1751,8-159,4,20150428,20150820,17,13,11,0,,5
1751,8-159,5,20150922,20160115,16,12,10,0,,5
1751,9-9,1,20140124,20140520,11,10,11,0,244,
1751,9-9,2,20141119,20150318,12,10,10,0,,
1751,9-9,3,20150414,20150808,10,10,10,0,,5
1751,8-12B,1,20140124,20140520,11,11,10,0,244,
1751,8-12B,2,20140730,20141123,11,11,9,0,,
1751,8-12B,3,20141223,20150419,15,13,11,0,,19
1751,8-12B,4,20150519,20150912,13,11,11,0,,5
1751,8-12B,5,20151014,20160209,12,10,10,0,,6
1751,8-12B,6,20160307,20160703,12,10,11,0,,4
1751,8-12B,7,20160810,20161205,9,8,11,0,,6
1751,8-12B,8,20170103,20170430,13,12,11,0,,5
1751,8-191,1,20140127,20140522,14,13,9,0,244,
1751,8-191,2,20140617,20141010,14,13,9,0,,5
1751,8-191,3,20141111,20150307,13,10,10,0,,5
1751,8-191,4,20150407,20150730,15,12,10,0,,5
1751,8-191,5,20150824,20151218,16,12,10,0,,4
1751,8-191,6,20160119,20160514,15,10,11,0,,5
1751,8-191,7,20160614,20161008,12,11,10,0,,5
1751,9-6,1,20140312,20140706,5,5,10,0,,
1751,9-10,1,20140128,20140526,10,10,10,0,244,
1751,9-10,2,20140624,20141019,12,12,8,0,,5
1751,9-10,3,20141118,20150315,14,13,10,0,,5
1751,9-10,4,20150429,20150824,16,12,11,0,,20
1751,9-10,5,20150922,20160117,7,7,9,0,,5
1751,9-12,1,20140130,20140527,12,11,10,0,244,
1751,9-12,2,20140808,20141202,12,12,10,0,,
1751,9-12,3,20141230,20150425,15,0,12,0,,5
1751,9-12,4,20150518,20150911,15,13,10,0,,4
1751,9-12,5,20151013,20160206,8,7,10,0,,5
1751,8-195,1,20140130,20140527,10,9,10,0,244,
1751,8-195,2,20140624,20141006,0,0,0,0,,5
1751,9-5,1,20140201,20140530,4,4,10,0,244,
1751,9-5,2,20140716,20141110,8,8,9,0,,
1751,9-5,3,20141209,20150407,5,5,11,0,,5
1751,8-166B,1,20131224,20140419,14,12,10,0,,
1751,8-166B,2,20140520,20140913,13,12,10,0,,5
1751,8-166B,3,20141014,20150208,15,12,11,0,,5
