FARM_NO,,FARM_PIG_NO,,BUNMAN_SANCHA,,GYOBAE_DT,,BUNMAN_DT,,CHONGSAN,,SILSAN,,EUDUSU,,EUKG,,CHOGYOBAE,,JAE
624,,087-085,,1,,20161002,,20170126,,16,,15,,9,,63,,276,,
624,,087-085,,2,,20170227,,20170622,,13,,13,,10,,70,,,,4
624,,087-085,,3,,20170724,,20171116,,19,,16,,11,,77,,,,4
624,,087-085,,4,,20171218,,20180412,,19,,19,,12,,84,,,,4
624,,087-085,,5,,20180514,,20180906,,20,,15,,9,,63,,,,4
624,,087-085,,6,,20181008,,20190201,,12,,12,,9,,0,,,,4
624,,087-085,,7,,20190304,,20190628,,20,,19,,12,,84,,,,4
624,,087-085,,8,,20190729,,20191121,,14,,14,,11,,0,,,,4
624,,087-085,,9,,20191223,,20200417,,18,,16,,10,,0,,,,4
624,,087-085,,10,,20200518,,20200910,,16,,16,,8,,0,,,,4
624,,088-082,,1,,20161017,,20170208,,15,,15,,11,,71.5,,287,,
624,,088-082,,2,,20170320,,20170713,,17,,13,,9,,54,,,,19
624,,083-076,,1,,20160913,,20170110,,14,,12,,4,,16,,265,,
624,,083-076,,2,,20170211,,20170608,,16,,16,,0,,0,,,,18
624,,086-007,,1,,20160822,,20161214,,11,,11,,10,,65,,237,,
624,,086-007,,2,,20170207,,20170601,,18,,16,,10,,70,,,,28
624,,086-007,,3,,20170703,,20171027,,15,,15,,10,,65,,,,4
624,,086-007,,4,,20171127,,20180322,,17,,14,,11,,77,,,,4
624,,086-007,,5,,20180423,,20180814,,15,,15,,9,,63,,,,4
624,,086-007,,6,,20180917,,20190110,,18,,14,,10,,0,,,,4
624,,086-007,,7,,20190211,,20190605,,15,,13,,12,,84,,,,4
624,,086-007,,8,,20191002,,20200125,,9,,9,,11,,0,,,,95
624,,086-007,,9,,20200224,,20200618,,16,,12,,11,,0,,,,4
624,,086-033,,1,,20160829,,20161224,,11,,10,,9,,54,,243,,
624,,086-033,,2,,20170118,,20170516,,12,,12,,10,,70,,,,8
624,,086-033,,3,,20170613,,20171007,,9,,9,,8,,64,,,,5
624,,086-033,,4,,20171107,,20180303,,15,,14,,10,,85,,,,5
624,,086-033,,5,,20180403,,20180721,,13,,3,,3,,24,,,,5
624,,086-033,,6,,20180825,,20181219,,4,,4,,10,,70,,,,7
624,,086-033,,7,,20190121,,20190518,,16,,16,,9,,63,,,,4
624,,086-033,,8,,20190617,,20191010,,4,,4,,9,,0,,,,4
624,,086-033,,9,,20191214,,20200415,,9,,8,,10,,0,,,,
624,,086-033,,10,,20200518,,20200910,,10,,8,,11,,0,,,,4
624,,086-033,,11,,20201103,,20210228,,6,,5,,11,,0,,,,
624,,086-033,,12,,20210325,,20210717,,2,,2,,10,,0,,,,0
624,,087-007,,1,,20160827,,20161220,,9,,9,,10,,65,,241,,
624,,087-007,,2,,20170522,,20170916,,15,,14,,11,,88,,,,
624,,087-026,,1,,20160826,,20161220,,14,,14,,11,,66,,239,,
624,,087-026,,2,,20170620,,20171014,,8,,8,,10,,100,,,,
624,,087-026,,3,,20171127,,20180323,,15,,13,,11,,77,,,,4
624,,087-026,,4,,20180424,,20180818,,9,,8,,8,,56,,,,5
624,,087-026,,5,,20180918,,20190113,,7,,6,,7,,0,,,,5
624,,087-026,,6,,20190212,,20190609,,13,,12,,12,,84,,,,5
624,,087-026,,7,,20190708,,20191031,,9,,6,,10,,0,,,,4
624,,087-026,,8,,20191202,,20200328,,15,,11,,9,,0,,,,4
624,,087-026,,9,,20200519,,20200911,,8,,7,,11,,0,,,,
624,,087-026,,10,,20201012,,20210204,,12,,11,,11,,0,,,,4
624,,087-026,,11,,20210330,,20210722,,8,,8,,0,,0,,,,26
624,,088-042,,1,,20160826,,20161220,,10,,10,,7,,42,,237,,
624,,2962,,1,,20140325,,20140718,,16,,11,,11,,0,,257,,
624,,2962,,2,,20140928,,20150122,,13,,13,,10,,0,,,,50
624,,2962,,3,,20150223,,20150620,,12,,9,,9,,0,,,,5
624,,2962,,4,,20151028,,20160222,,11,,11,,10,,0,,,,104
624,,2962,,5,,20160328,,20160726,,14,,12,,8,,60,,,,4
624,,2962,,6,,20160823,,20161218,,11,,11,,11,,77,,,,6
624,,2962,,7,,20170116,,20170513,,15,,15,,9,,63,,,,6
624,,2962,,8,,20170613,,20171005,,12,,12,,9,,76.5,,,,5
624,,010-068,,1,,20160204,,20160528,,13,,11,,10,,70,,221,,
624,,010-068,,2,,20160708,,20161031,,12,,12,,10,,80,,,,7
624,,010-068,,3,,20161205,,20170401,,17,,17,,10,,75,,,,4
624,,010-068,,4,,20170710,,20171102,,13,,12,,8,,56,,,,
624,,167-022,,1,,20170102,,20170505,,3,,3,,6,,42,,272,,
624,,167-022,,2,,20170612,,20171005,,5,,5,,9,,72,,,,17
624,,167-022,,3,,20171106,,20180302,,12,,11,,10,,70,,,,4
624,,167-022,,4,,20180520,,20180912,,15,,15,,15,,0,,,,
624,,167-022,,5,,20190213,,20190609,,15,,12,,9,,63,,,,132
624,,167-022,,6,,20190708,,20191103,,8,,8,,8,,0,,,,4
624,,167-022,,7,,20191202,,20200327,,18,,18,,10,,0,,,,4
624,,167-022,,8,,20200427,,20200821,,15,,12,,11,,0,,,,4
624,,167-065,,1,,20170116,,20170513,,5,,5,,6,,42,,284,,
624,,167-065,,2,,20170612,,20171007,,18,,12,,0,,0,,,,4
624,,167-066,,1,,20170127,,20170522,,7,,6,,5,,35,,,,
624,,167-067,,1,,20170205,,20170601,,13,,13,,6,,42,,,,
624,,167-067,,2,,20170702,,20171028,,15,,13,,10,,70,,,,3
624,,167-067,,3,,20171127,,20180323,,13,,13,,12,,84,,,,4
624,,170-010,,1,,20170127,,20170521,,13,,13,,3,,21,,,,
624,,170-010,,2,,20170709,,20171031,,19,,17,,9,,67.5,,,,20
624,,170-010,,3,,20171218,,20180411,,17,,15,,12,,84,,,,11
624,,170-010,,4,,20180515,,20180907,,11,,10,,10,,70,,,,5
624,,170-010,,5,,20190126,,20190521,,9,,9,,11,,77,,,,
624,,170-010,,6,,20190617,,20191010,,12,,10,,10,,0,,,,4
624,,170-010,,7,,20191111,,20200306,,10,,10,,11,,0,,,,4
624,,170-026,,1,,20161206,,20170404,,11,,10,,10,,70,,243,,
624,,170-041,,1,,20161223,,20170417,,17,,12,,10,,70,,259,,
624,,170-041,,2,,20170630,,20171024,,18,,17,,9,,67.5,,,,
624,,170-041,,3,,20171127,,20180323,,17,,17,,12,,84,,,,4
624,,170-041,,4,,20180604,,20180927,,16,,16,,13,,84.5,,,,46
624,,170-041,,5,,20181029,,20190222,,18,,18,,0,,0,,,,4
624,,170-051,,1,,20161206,,20170401,,11,,11,,11,,71.5,,242,,
624,,170-051,,2,,20170502,,20170825,,14,,10,,10,,80,,,,12
624,,170-051,,3,,20170925,,20180119,,15,,13,,11,,88,,,,5
624,,170-051,,4,,20180219,,20180614,,9,,9,,10,,70,,,,4
624,,170-063,,1,,20170228,,20170623,,5,,5,,11,,77,,,,
624,,170-063,,2,,20170724,,20171116,,11,,11,,10,,70,,,,4
624,,170-067,,1,,20161206,,20170401,,7,,7,,10,,70,,242,,
624,,170-067,,2,,20170904,,20171229,,10,,10,,9,,72,,,,
624,,170-070,,1,,20170227,,20170623,,15,,15,,11,,77,,,,
624,,170-070,,2,,20170724,,20171116,,16,,15,,13,,91,,,,4
624,,170-070,,3,,20171218,,20180411,,11,,11,,10,,70,,,,4
624,,170-070,,4,,20180514,,20180904,,15,,14,,13,,91,,,,4
624,,171-031,,1,,20170308,,20170703,,6,,6,,7,,56,,,,
624,,171-031,,2,,20180130,,20180525,,3,,3,,0,,0,,,,
624,,171-034,,1,,20161206,,20170331,,11,,11,,10,,65,,238,,
624,,171-034,,2,,20170921,,20180114,,6,,6,,5,,50,,,,
624,,171-034,,3,,20180221,,20180616,,2,,2,,7,,52.5,,,,9
624,,171-034,,4,,20180716,,20181108,,12,,11,,9,,0,,,,4
624,,171-034,,5,,20190402,,20190725,,9,,9,,9,,63,,,,
624,,171-034,,6,,20190912,,20200105,,5,,5,,6,,0,,,,
624,,171-034,,7,,20200203,,20200529,,17,,15,,10,,0,,,,3
624,,084-004,,1,,20160826,,20161220,,8,,8,,9,,58.5,,246,,
624,,084-004,,2,,20170117,,20170515,,4,,4,,10,,70,,,,7
624,,084-004,,3,,20170613,,20171006,,11,,10,,9,,72,,,,5
624,,084-004,,4,,20171107,,20180303,,12,,11,,10,,70,,,,5
624,,084-004,,5,,20180403,,20180726,,12,,12,,12,,84,,,,5
624,,084-004,,6,,20180828,,20181223,,14,,12,,10,,70,,,,5
624,,084-004,,7,,20190121,,20190518,,16,,13,,11,,77,,,,4
624,,084-004,,8,,20190617,,20191010,,2,,1,,9,,0,,,,4
624,,084-004,,9,,20191111,,20200307,,9,,8,,11,,0,,,,4
624,,084-004,,10,,20200406,,20200730,,9,,9,,8,,0,,,,4
624,,084-004,,11,,20200831,,20201224,,7,,7,,10,,0,,,,4
624,,086-066,,1,,20170319,,20170712,,12,,12,,10,,70,,237,,
624,,086-066,,2,,20180515,,20180904,,15,,12,,6,,42,,,,
624,,086-077,,1,,20170318,,20170713,,1,,1,,10,,55,,235,,
624,,086-077,,2,,20170815,,20171209,,4,,4,,4,,32,,,,13
624,,086-077,,3,,20180108,,20180513,,12,,12,,11,,77,,,,4
624,,086-077,,4,,20180605,,20180926,,10,,8,,7,,49,,,,5
624,,086-081,,1,,20170317,,20170712,,7,,7,,9,,58.5,,234,,
624,,086-081,,2,,20170815,,20171209,,12,,12,,10,,75,,,,13
624,,086-081,,3,,20180108,,20180504,,13,,11,,10,,60,,,,4
624,,086-081,,4,,20180602,,20180927,,14,,11,,11,,88,,,,9
624,,086-081,,5,,20181029,,20190222,,14,,13,,12,,0,,,,4
624,,086-081,,6,,20190325,,20190719,,12,,12,,10,,70,,,,4
624,,086-081,,7,,20190819,,20200129,,9,,7,,9,,0,,,,4
624,,086-081,,8,,20200310,,20200706,,11,,5,,9,,0,,,,
624,,086-084,,1,,20170619,,20171012,,7,,4,,9,,67.5,,,,
624,,086-084,,2,,20171109,,20180305,,15,,12,,12,,90,,,,7
624,,086-084,,3,,20180403,,20180726,,6,,6,,8,,56,,,,5
624,,086-084,,4,,20180827,,20181220,,3,,2,,0,,0,,,,4
624,,086-084,,5,,20190124,,20190519,,2,,2,,10,,70,,,,7
624,,086-084,,6,,20190617,,20191010,,2,,1,,9,,0,,,,4
624,,086-084,,7,,20191111,,20200304,,6,,6,,11,,0,,,,4
624,,086-084,,8,,20200406,,20200730,,5,,4,,11,,0,,,,4
624,,087-012,,1,,20170324,,20170718,,11,,11,,11,,66,,241,,
624,,087-012,,2,,20170817,,20171208,,11,,9,,7,,49,,,,14
624,,087-012,,3,,20180109,,20180504,,13,,13,,10,,75,,,,5
624,,087-012,,4,,20180605,,20180928,,14,,12,,10,,80,,,,5
624,,087-012,,5,,20181030,,20190221,,18,,17,,12,,84,,,,5
624,,087-012,,6,,20190326,,20190719,,14,,14,,11,,77,,,,5
624,,087-012,,7,,20190820,,20191213,,11,,11,,10,,0,,,,5
624,,087-012,,8,,20200114,,20200508,,12,,10,,6,,0,,,,5
624,,087-020,,1,,20170320,,20170713,,13,,12,,10,,60,,236,,
624,,087-020,,2,,20170827,,20171221,,9,,9,,10,,60,,,,25
624,,087-020,,3,,20180315,,20180709,,6,,6,,10,,70,,,,
624,,087-020,,4,,20180807,,20181129,,11,,10,,9,,63,,,,5
624,,087-020,,5,,20181231,,20190426,,11,,11,,11,,77,,,,4
624,,087-048,,1,,20170320,,20170712,,10,,10,,9,,63,,235,,
624,,087-051,,1,,20170319,,20170711,,16,,14,,7,,35,,233,,
624,,087-051,,2,,20170815,,20171205,,10,,10,,8,,60,,,,17
624,,088-001,,1,,20170316,,20170708,,16,,14,,11,,66,,230,,
624,,088-003,,1,,20170317,,20170712,,15,,15,,8,,40,,231,,
624,,088-003,,2,,20180113,,20180510,,4,,4,,10,,70,,,,
624,,088-003,,3,,20180605,,20180929,,17,,13,,11,,77,,,,5
624,,088-003,,4,,20190221,,20190618,,3,,3,,11,,77,,,,
624,,088-003,,5,,20190912,,20200106,,9,,9,,8,,0,,,,70
624,,088-003,,6,,20200203,,20200529,,11,,11,,12,,0,,,,4
624,,088-004,,1,,20170703,,20171029,,3,,3,,7,,45.5,,,,
624,,S088-006,,1,,20170319,,20170712,,11,,11,,11,,66,,233,,
624,,S088-006,,2,,20180406,,20180731,,0,,0,,10,,70,,,,
624,,S088-006,,3,,20180828,,20181225,,8,,7,,7,,49,,,,4
624,,S088-006,,4,,20190123,,20190519,,19,,18,,11,,77,,,,6
624,,S088-006,,5,,20190619,,20191012,,15,,12,,9,,0,,,,6
624,,S088-006,,6,,20191112,,20200307,,18,,16,,12,,0,,,,5
624,,S088-006,,7,,20200407,,20200731,,16,,12,,9,,0,,,,5
624,,088-012,,1,,20170319,,20170713,,9,,9,,10,,60,,233,,
624,,088-012,,2,,20170815,,20171208,,12,,11,,11,,77,,,,12
624,,088-012,,3,,20180109,,20180505,,14,,14,,11,,77,,,,5
624,,088-012,,4,,20180605,,20180928,,17,,15,,13,,91,,,,5
624,,088-012,,5,,20181030,,20190223,,16,,16,,12,,84,,,,5
624,,088-012,,6,,20190326,,20190721,,15,,15,,10,,70,,,,5
624,,088-012,,7,,20190820,,20191215,,4,,4,,10,,0,,,,5
624,,088-012,,8,,20200413,,20200807,,11,,9,,9,,0,,,,
624,,088-021,,1,,20170502,,20170826,,15,,14,,11,,77,,275,,
624,,088-021,,2,,20170926,,20180119,,14,,14,,9,,67.5,,,,6
624,,11-54,,1,,20170319,,20170712,,13,,13,,10,,80,,151,,
624,,11-54,,2,,20180223,,20180618,,11,,11,,11,,77,,,,
624,,11-54,,3,,20180716,,20181109,,8,,8,,8,,0,,,,4
624,,11-54,,4,,20181210,,20190404,,12,,9,,10,,70,,,,4
624,,11-54,,5,,20190507,,20190830,,18,,13,,11,,77,,,,5
624,,11-54,,6,,20190930,,20200123,,9,,8,,9,,0,,,,4
624,,11-54,,7,,20200224,,20200618,,18,,17,,11,,0,,,,4
624,,11-54,,8,,20200720,,20201113,,6,,5,,10,,0,,,,7
624,,11-54,,9,,20201214,,20210409,,7,,6,,11,,0,,,,4
624,,11-54,,10,,20210511,,20210902,,5,,4,,0,,0,,,,5
624,,028-033,,1,,20170925,,20180121,,5,,5,,9,,67.5,,243,,
624,,028-033,,2,,20180312,,20180705,,17,,15,,9,,63,,,,25
624,,028-033,,3,,20180831,,20181224,,11,,10,,9,,63,,,,29
624,,028-033,,4,,20190219,,20190613,,19,,18,,11,,77,,,,
624,,028-037,,1,,20171016,,20180209,,14,,14,,12,,84,,264,,
624,,028-037,,2,,20180313,,20180711,,2,,2,,8,,48,,,,5
624,,028-037,,3,,20181107,,20190303,,6,,6,,8,,56,,,,97
624,,028-037,,4,,20190329,,20190723,,10,,10,,11,,77,,,,4
624,,028-037,,5,,20190819,,20191213,,12,,9,,10,,0,,,,4
624,,028-055,,1,,20171018,,20180210,,15,,12,,13,,84.5,,265,,
624,,028-055,,2,,20180315,,20180707,,11,,11,,9,,63,,,,7
624,,028-055,,3,,20180807,,20181129,,14,,13,,10,,70,,,,5
624,,028-055,,4,,20181231,,20190426,,8,,8,,12,,84,,,,4
624,,028-055,,5,,20190530,,20191014,,13,,12,,11,,0,,,,7
624,,028-055,,6,,20191111,,20200306,,12,,11,,11,,0,,,,4
624,,028-055,,7,,20200407,,20200731,,15,,13,,10,,0,,,,5
624,,028-055,,8,,20200901,,20201225,,9,,9,,11,,0,,,,5
624,,028-055,,9,,20210126,,20210520,,5,,5,,12,,0,,,,5
624,,028-055,,10,,20210622,,20211014,,4,,4,,8,,0,,,,5
624,,028-055,,11,,20211115,,20220310,,4,,4,,10,,0,,,,4
624,,028-074,,1,,20170922,,20180116,,17,,13,,11,,77,,237,,
624,,028-074,,2,,20180222,,20180616,,8,,8,,8,,56,,,,10
624,,028-074,,3,,20180716,,20181108,,16,,16,,8,,0,,,,4
624,,028-074,,4,,20181210,,20190404,,10,,9,,11,,66,,,,4
624,,028-074,,5,,20190506,,20190829,,11,,11,,11,,77,,,,13
624,,028-074,,6,,20190930,,20200123,,14,,13,,10,,0,,,,4
624,,028-074,,7,,20200224,,20200618,,13,,13,,9,,0,,,,4
624,,030-014,,1,,20171017,,20180209,,16,,16,,11,,71.5,,262,,
624,,030-014,,2,,20180313,,20180707,,15,,15,,8,,56,,,,5
624,,030-014,,3,,20180806,,20181128,,19,,18,,10,,70,,,,4
624,,030-014,,4,,20181231,,20190425,,17,,15,,14,,98,,,,4
624,,030-014,,5,,20190527,,20190919,,17,,15,,12,,0,,,,4
624,,030-014,,6,,20191111,,20200306,,15,,14,,11,,0,,,,25
624,,030-014,,7,,20200406,,20200730,,16,,11,,10,,0,,,,4
624,,030-014,,8,,20201107,,20210302,,19,,10,,0,,0,,,,
624,,030-021,,1,,20170922,,20180115,,6,,5,,5,,50,,236,,
624,,030-021,,2,,20180219,,20180614,,9,,9,,11,,77,,,,7
624,,030-021,,3,,20180716,,20181108,,13,,13,,8,,0,,,,4
624,,030-021,,4,,20181210,,20190405,,13,,13,,9,,63,,,,4
624,,030-021,,5,,20190506,,20190829,,12,,12,,12,,84,,,,4
624,,030-021,,6,,20191022,,20200216,,13,,13,,12,,0,,,,26
624,,030-021,,7,,20200316,,20200710,,9,,9,,11,,0,,,,4
624,,030-021,,8,,20200810,,20201203,,13,,12,,11,,0,,,,4
624,,028-035,,1,,20170924,,20180118,,12,,11,,10,,75,,242,,
624,,028-035,,2,,20180220,,20180615,,13,,13,,10,,75,,,,5
624,,028-035,,3,,20190127,,20190522,,17,,16,,11,,77,,,,
624,,028-035,,4,,20190617,,20191010,,13,,12,,9,,0,,,,4
624,,028-035,,5,,20191111,,20200305,,14,,14,,7,,0,,,,4
624,,028-035,,6,,20200406,,20200730,,15,,14,,9,,0,,,,4
624,,028-040,,1,,20171016,,20180210,,9,,9,,10,,70,,264,,
624,,028-040,,2,,20180312,,20180706,,7,,7,,8,,56,,,,4
624,,028-040,,3,,20180806,,20181129,,15,,15,,11,,77,,,,4
624,,028-040,,4,,20181231,,20190425,,17,,17,,10,,70,,,,4
624,,028-040,,5,,20190527,,20190918,,7,,7,,12,,0,,,,4
624,,028-040,,6,,20191021,,20200214,,16,,13,,12,,0,,,,4
624,,028-040,,7,,20200316,,20200709,,16,,15,,12,,0,,,,4
624,,028-040,,8,,20200810,,20201202,,12,,11,,7,,0,,,,4
624,,028-040,,9,,20210104,,20210429,,18,,15,,12,,0,,,,4
624,,028-040,,10,,20210626,,20211018,,13,,10,,0,,0,,,,
624,,028-068,,1,,20170925,,20180118,,14,,14,,10,,70,,241,,
624,,028-068,,2,,20180221,,20180616,,15,,15,,11,,77,,,,9
624,,028-068,,3,,20180716,,20181109,,13,,13,,11,,0,,,,4
624,,028-068,,4,,20181210,,20190405,,16,,15,,12,,72,,,,4
624,,030-004,,1,,20171016,,20180208,,14,,14,,10,,70,,261,,
624,,030-004,,2,,20180313,,20180706,,16,,14,,10,,70,,,,5
624,,030-004,,3,,20190227,,20190621,,13,,12,,12,,84,,,,
624,,030-004,,4,,20190820,,20191213,,16,,14,,9,,0,,,,
624,,030-004,,5,,20200114,,20200508,,9,,7,,10,,0,,,,5
624,,030-004,,6,,20200609,,20201002,,10,,8,,7,,0,,,,5
624,,030-004,,7,,20201101,,20210226,,15,,13,,10,,0,,,,3
624,,030-004,,8,,20210325,,20210717,,11,,9,,9,,0,,,,0
624,,030-004,,9,,20210823,,20211216,,15,,14,,9,,0,,,,4
624,,030-020,,1,,20180327,,20180720,,11,,11,,11,,0,,,,
624,,025-070,,1,,20170927,,20180118,,15,,15,,11,,71.5,,259,,
624,,025-070,,2,,20180221,,20180614,,19,,17,,11,,44,,,,6
624,,025-070,,3,,20180717,,20181108,,15,,15,,10,,0,,,,5
624,,025-070,,4,,20181211,,20190404,,18,,14,,12,,72,,,,5
624,,025-070,,5,,20190507,,20190830,,20,,16,,11,,77,,,,13
624,,025-070,,6,,20190930,,20200123,,21,,18,,11,,0,,,,4
624,,025-081,,1,,20170903,,20171226,,13,,2,,6,,36,,235,,
624,,025-081,,2,,20180220,,20180613,,17,,17,,9,,72,,,,38
624,,025-081,,3,,20180716,,20181105,,16,,16,,7,,0,,,,4
624,,025-081,,4,,20181210,,20190402,,14,,14,,12,,84,,,,4
624,,025-081,,5,,20190707,,20191028,,17,,16,,11,,0,,,,
624,,025-081,,6,,20191203,,20200325,,16,,14,,12,,0,,,,5
624,,025-081,,7,,20200428,,20200821,,20,,15,,11,,0,,,,5
624,,025-081,,8,,20200922,,20210113,,19,,14,,9,,0,,,,5
624,,025-081,,9,,20210312,,20210704,,19,,14,,10,,0,,,,
624,,025-081,,10,,20210802,,20211124,,18,,16,,9,,0,,,,4
624,,025-081,,11,,20211227,,20220421,,12,,12,,10,,0,,,,4
624,,026-005,,1,,20170829,,20171222,,11,,3,,10,,70,,229,,
624,,026-005,,2,,20180625,,20181019,,10,,10,,9,,72,,,,
624,,026-005,,3,,20181120,,20190315,,8,,7,,8,,56,,,,5
624,,026-005,,4,,20190416,,20190809,,16,,15,,11,,77,,,,5
624,,026-005,,5,,20190910,,20200103,,12,,11,,8,,0,,,,5
624,,026-005,,6,,20200203,,20200529,,18,,12,,12,,0,,,,4
624,,026-005,,7,,20200902,,20201226,,9,,8,,9,,0,,,,
624,,026-005,,8,,20210126,,20210521,,13,,13,,12,,0,,,,5
624,,026-023,,1,,20170902,,20171229,,8,,7,,9,,67.5,,233,,
624,,026-028,,1,,20170827,,20171219,,15,,14,,11,,66,,227,,
624,,026-028,,2,,20180130,,20180524,,17,,15,,10,,70,,,,15
624,,026-028,,3,,20180626,,20181017,,16,,16,,13,,91,,,,5
624,,026-028,,4,,20181120,,20190313,,17,,14,,12,,84,,,,5
624,,026-028,,5,,20190417,,20190807,,19,,17,,9,,63,,,,6
624,,026-028,,6,,20190909,,20200102,,18,,10,,10,,0,,,,4
624,,026-028,,7,,20200204,,20200528,,20,,17,,13,,0,,,,5
624,,026-028,,8,,20200630,,20201021,,20,,20,,11,,0,,,,5
624,,026-036,,1,,20170827,,20171222,,14,,14,,10,,60,,227,,
624,,026-036,,2,,20180129,,20180525,,17,,17,,11,,77,,,,14
624,,026-036,,3,,20180718,,20181114,,5,,3,,5,,0,,,,
624,,026-036,,4,,20181210,,20190405,,8,,8,,10,,70,,,,4
624,,026-036,,5,,20190507,,20190830,,14,,13,,12,,84,,,,5
624,,026-036,,6,,20190930,,20200125,,8,,8,,12,,0,,,,4
624,,026-036,,7,,20200316,,20200711,,9,,9,,10,,0,,,,
624,,026-045,,1,,20170826,,20171220,,16,,16,,7,,42,,225,,
624,,026-045,,2,,20180131,,20180527,,12,,12,,11,,77,,,,18
624,,026-045,,3,,20180626,,20181020,,4,,4,,12,,84,,,,5
624,,026-078,,1,,20171020,,20180214,,13,,11,,12,,72,,275,,
624,,025-080,,1,,20170904,,20171229,,3,,3,,6,,36,,236,,
624,,025-080,,2,,20180130,,20180525,,13,,12,,10,,70,,,,5
624,,025-080,,3,,20180626,,20181017,,19,,16,,10,,80,,,,5
624,,025-080,,4,,20181119,,20190315,,16,,13,,12,,84,,,,3
624,,025-080,,5,,20190415,,20190806,,7,,7,,10,,70,,,,4
624,,025-080,,6,,20190910,,20200104,,3,,3,,8,,0,,,,5
624,,025-080,,7,,20200412,,20200805,,17,,13,,10,,0,,,,
624,,025-080,,8,,20200924,,20210118,,14,,7,,9,,0,,,,28
624,,026-001,,1,,20170828,,20171222,,14,,14,,9,,54,,228,,
624,,026-001,,2,,20180314,,20180709,,6,,6,,8,,56,,,,
624,,026-001,,3,,20180807,,20181201,,11,,10,,10,,70,,,,5
624,,026-001,,4,,20190101,,20190427,,16,,13,,12,,84,,,,5
624,,026-001,,5,,20190528,,20190921,,12,,10,,12,,0,,,,5
624,,026-001,,6,,20191022,,20200215,,13,,11,,12,,0,,,,5
624,,026-001,,7,,20200316,,20200711,,15,,11,,9,,0,,,,4
624,,026-001,,8,,20200810,,20201211,,17,,13,,12,,0,,,,4
624,,026-001,,9,,20210104,,20210429,,16,,11,,12,,0,,,,4
624,,026-001,,10,,20210531,,20210922,,16,,13,,0,,0,,,,4
624,,026-016,,1,,20171018,,20180210,,13,,13,,12,,84,,279,,
624,,026-024,,1,,20170902,,20171224,,14,,14,,11,,66,,233,,
624,,026-024,,2,,20180129,,20180525,,7,,6,,0,,0,,,,4
624,,026-031,,1,,20171017,,20180209,,15,,15,,12,,84,,278,,
624,,026-031,,2,,20180313,,20180706,,14,,14,,10,,70,,,,5
624,,026-031,,3,,20180808,,20181129,,8,,8,,10,,70,,,,6
624,,026-031,,4,,20190101,,20190426,,17,,17,,14,,84,,,,4
624,,026-031,,5,,20190527,,20190919,,18,,17,,11,,0,,,,4
624,,026-031,,6,,20191021,,20200215,,20,,15,,12,,0,,,,4
624,,026-031,,7,,20200316,,20200711,,13,,12,,11,,0,,,,4
624,,026-043,,1,,20170916,,20180108,,10,,10,,10,,90,,246,,
624,,026-043,,2,,20180220,,20180615,,3,,3,,11,,77,,,,5
624,,026-043,,3,,20180716,,20181110,,4,,4,,9,,0,,,,4
624,,026-043,,4,,20190227,,20190622,,14,,13,,14,,98,,,,
624,,026-043,,5,,20191029,,20200220,,16,,16,,10,,0,,,,
624,,026-043,,6,,20200317,,20200709,,7,,6,,12,,0,,,,5
624,,026-043,,7,,20201116,,20210311,,16,,15,,10,,0,,,,
624,,026-043,,8,,20210419,,20210812,,7,,5,,10,,0,,,,4
624,,026-043,,9,,20210913,,20220105,,11,,11,,12,,0,,,,4
624,,026-048,,1,,20170827,,20171218,,13,,13,,12,,72,,226,,
624,,026-048,,2,,20180130,,20180523,,16,,14,,9,,63,,,,17
624,,026-048,,3,,20180626,,20181018,,13,,13,,10,,70,,,,5
624,,026-048,,4,,20181120,,20190315,,15,,13,,11,,77,,,,5
624,,026-048,,5,,20190416,,20190808,,14,,13,,11,,77,,,,5
624,,026-048,,6,,20190910,,20200104,,16,,14,,8,,0,,,,5
624,,026-048,,7,,20200203,,20200528,,18,,13,,8,,0,,,,4
624,,026-048,,8,,20200629,,20201022,,12,,11,,9,,0,,,,4
624,,026-048,,9,,20201124,,20210318,,10,,10,,0,,0,,,,5
624,,030-036,,1,,20180314,,20180706,,11,,9,,9,,72,,,,
624,,030-036,,2,,20180806,,20181128,,19,,15,,11,,77,,,,4
624,,030-036,,3,,20181231,,20190425,,18,,17,,11,,77,,,,4
624,,030-036,,4,,20190526,,20190918,,16,,16,,12,,0,,,,3
624,,030-036,,5,,20191020,,20200212,,18,,16,,13,,0,,,,3
624,,030-036,,6,,20200316,,20200711,,11,,10,,9,,0,,,,4
624,,030-036,,7,,20200810,,20201204,,11,,10,,9,,0,,,,4
624,,013-028,,1,,20180130,,20180526,,12,,12,,10,,70,,,,
624,,013-028,,2,,20180627,,20181021,,8,,8,,10,,70,,,,6
624,,013-028,,3,,20181120,,20190315,,11,,11,,11,,77,,,,5
624,,013-028,,4,,20190417,,20190811,,13,,10,,12,,84,,,,6
624,,013-028,,5,,20190910,,20200105,,10,,9,,9,,0,,,,5
624,,013-028,,6,,20200317,,20200801,,2,,2,,9,,0,,,,
624,,038-038,,1,,20171124,,20180322,,13,,13,,12,,78,,244,,
624,,038-038,,2,,20180423,,20180816,,14,,14,,9,,63,,,,4
624,,038-054,,1,,20171219,,20180413,,11,,11,,11,,77,,264,,
624,,038-054,,2,,20180515,,20180906,,10,,10,,10,,70,,,,5
624,,038-054,,3,,20181009,,20190202,,12,,12,,9,,0,,,,5
624,,038-054,,4,,20190305,,20190628,,14,,14,,10,,70,,,,5
