input_dt,donsa_cd,group_id,eq_id,feed_plan_cd,ilcha,feed_plan_nm,in_dt,farm_no,pig_no,farm_pig_no,feed_plan_pct,feed_plan_pct_1,feed_plan_pct_2,feed_plan_pct_3,feed_plan_pct_4,feed_plan_pct_5,pig_status,sancha,jadon_dusu,bcs,gyobae_dt,bunman_dt,out_dt,wk_gubun,wk_dt,set_time,set_minute,one_intake_kg,feed_tm,water_in_sec,gap_kg,gap_day,pre_day_kg,one_tm,one_kg,one_now_kg,two_tm,two_kg,two_now_kg,three_tm,three_kg,three_now_kg,four_tm,four_kg,four_now_kg,five_tm,five_kg,five_now_kg,warn_kg,min_kg,log_dt,control_mod_yn,trans_yn
2018-06-20,B,a,1,B2,6,2산,2018-06-09,624,301,030-021,1,1,1,1,1,1,B,0,10,3,2018-02-19,2018-06-14,9999-12-31,B,2018-06-14,18,0,2,90,0,0,0,38,5,17,17,10,17,12,15,17,17,0,0,0,0,0,0,13,26,2018-06-20 15:42:26,N,Y
2018-06-20,B,a,2,B2,4,2산,2018-06-09,624,323,026-043,1,1,1,1,1,1,B,0,10,3,2018-02-20,2018-06-16,9999-12-31,B,2018-06-16,18,0,2,90,0,0,0,21,5,10,10,10,10,10,15,10,10,0,0,0,0,0,0,8,15,2018-06-20 15:42:27,N,Y
2018-06-20,B,a,6,B2,6,2산,2018-06-09,624,310,025-070,1,1,1,1,1,1,B,0,10,3,2018-02-21,2018-06-14,9999-12-31,B,2018-06-14,11,0,2,90,0,0,0,39,5,17,17,10,17,17,15,17,17,0,0,0,0,0,0,13,26,2018-06-20 16:42:35,N,Y
2018-06-20,B,a,7,B3,6,3산+,2018-06-09,624,178,38-4,1,1,1,1,1,1,B,0,10,3,2018-02-19,2018-06-14,9999-12-31,B,2018-06-14,18,0,2,90,0,0,0,39,5,17,17,10,17,17,15,17,17,0,0,0,0,0,0,13,26,2018-06-20 15:42:37,N,Y
2018-06-20,B,a,8,B3,6,3산+,2018-06-09,624,271,170-051,1,1,1,1,1,1,B,0,10,3,2018-02-19,2018-06-14,9999-12-31,B,2018-06-14,18,0,2,90,0,0,0,39,5,17,17,10,17,17,15,17,12,0,0,0,0,0,0,13,26,2018-06-20 16:42:39,N,Y
2018-06-20,B,a,9,B3,4,3산+,2018-06-09,624,182,37-76,1,1,1,1,1,1,B,0,10,3,2018-02-20,2018-06-16,9999-12-31,B,2018-06-16,18,0,2,90,0,0,0,21,5,10,10,10,10,10,15,10,10,0,0,0,0,0,0,8,15,2018-06-20 16:42:40,N,Y
2018-06-20,B,a,10,B3,6,3산+,2018-06-09,624,202,13-03,1,1,1,1,1,1,B,0,10,3,2018-02-19,2018-06-14,9999-12-31,B,2018-06-14,18,0,2,90,0,0,0,39,5,17,17,10,17,17,15,17,16,0,0,0,0,0,0,13,26,2018-06-20 16:42:42,N,Y
2018-06-20,B,a,11,B2,7,2산,2018-06-09,624,311,025-081,1,1,1,1,1,1,B,0,10,3,2018-02-20,2018-06-13,9999-12-31,B,2018-06-13,18,0,2,90,0,0,0,51,5,17,17,10,17,17,15,17,10,0,0,0,0,0,0,13,26,2018-06-20 15:42:44,N,Y
2018-06-20,B,a,12,B1,7,1산,2018-06-09,624,339,038-074,1,1,1,1,1,1,B,0,10,3,2018-02-20,2018-06-13,9999-12-31,B,2018-06-13,18,0,2,300,0,0,0,28,5,11,11,10,10,10,15,11,11,0,0,0,0,0,0,8,16,2018-06-20 16:42:45,N,Y
2018-06-20,B,a,13,B2,5,2산,2018-06-09,624,303,028-035,1,1,1,1,1,1,B,0,10,3,2018-02-20,2018-06-15,9999-12-31,B,2018-06-15,18,0,2,90,0,0,0,30,5,13,13,10,13,13,15,13,13,0,0,0,0,0,0,10,20,2018-06-20 15:42:47,N,Y
2018-06-20,B,a,14,B3,5,3산+,2018-06-09,624,214,008-022,1,1,1,1,1,1,F,0,10,3,2018-02-21,2018-06-15,9999-12-31,G,2018-06-09,23,59,2,90,0,0,0,6,5,2,2,10,2,2,15,2,2,0,0,0,0,0,0,2,3,2018-06-20 15:42:48,N,Y
2018-06-20,B,a,15,B3,4,3산+,2018-06-09,624,276,171-034,1,1,1,1,1,1,B,0,10,3,2018-02-21,2018-06-16,9999-12-31,B,2018-06-16,18,0,2,90,0,0,0,21,5,10,10,10,10,10,15,10,10,0,0,0,0,0,0,8,15,2018-06-20 15:42:50,N,Y
2018-06-20,B,a,16,B2,3,2산,2018-06-09,624,294,11-54,1,1,1,1,1,1,F,0,10,3,2018-02-23,2018-06-17,9999-12-31,G,2018-06-09,23,59,2,90,0,0,0,6,5,2,2,10,2,2,15,2,2,0,0,0,0,0,0,2,3,2018-06-20 15:42:52,N,Y
2018-06-20,B,a,17,B2,3,2산,2018-06-09,624,299,028-074,1,1,1,1,1,1,B,0,10,3,2018-02-22,2018-06-17,9999-12-31,B,2018-06-17,18,0,2,90,0,0,0,15,5,7,7,10,7,7,15,7,7,0,0,0,0,0,0,5,10,2018-06-20 15:42:53,N,Y
2018-06-20,B,a,18,B2,4,2산,2018-06-09,624,306,028-068,1,1,1,1,1,1,B,0,10,3,2018-02-21,2018-06-16,9999-12-31,B,2018-06-16,18,0,2,90,0,0,0,21,5,10,10,10,10,2,15,10,10,0,0,0,0,0,0,8,15,2018-06-20 15:42:55,N,Y
2018-06-20,B,a,19,B3,26,3산+,2018-05-18,624,231,031-027,1,1,1,1,1,1,B,0,10,3,2018-01-29,2018-05-25,9999-12-31,B,2018-05-25,17,0,2,90,0,0,0,100,5,14.85,15,8,19.8,20,12,24.75,25,16,24.75,25,20,14.85,15,25,50,2018-06-20 20:42:56,N,Y
2018-06-20,B,a,21,B1,26,1산,2018-05-18,624,142,535,1,1,1,1,1,1,B,0,10,3,2018-01-29,2018-05-25,9999-12-31,B,2018-05-25,17,0,2,300,0,0,0,22,5,13.35,2,8,17.8,2,12,22.25,2,16,22.25,2,20,13.35,2,22,44,2018-06-20 20:43:00,N,Y
2018-06-20,B,a,25,B2,26,2산,2018-05-18,624,318,025-080,1,1,1,1,1,1,B,0,10,3,2018-01-30,2018-05-25,9999-12-31,B,2018-05-25,17,0,2,90,0,0,0,100,5,14.85,15,8,19.8,20,12,24.75,25,16,24.75,25,20,14.85,15,25,50,2018-06-20 20:43:06,N,Y
2018-06-20,B,a,26,B1,25,1산,2018-05-18,624,326,013-028,1,1,1,1,1,1,B,0,10,3,2018-01-30,2018-05-26,9999-12-31,B,2018-05-26,17,0,2,300,0,0,0,88,5,13.35,13,8,17.8,18,12,22.25,22,16,22.25,22,20,13.35,13,22,44,2018-06-20 21:43:08,N,Y
2018-06-20,B,a,27,B3,26,3산+,2018-05-18,624,206,21-34,1,1,1,1,1,1,B,0,10,3,2018-01-30,2018-05-25,9999-12-31,B,2018-05-25,17,0,2,90,0,0,0,100,5,14.85,15,8,19.8,20,12,24.75,25,16,24.75,25,20,14.85,15,25,50,2018-06-20 20:43:10,N,Y
2018-06-20,B,a,28,B2,28,2산,2018-05-18,624,324,026-048,1.2,1.2,1.2,1.2,1.2,1.2,B,0,10,3,2018-01-30,2018-05-23,9999-12-31,B,2018-05-23,17,0,2,90,0,0,0,120,5,14.85,18,8,19.8,24,12,24.75,30,16,24.75,10,20,14.85,18,25,50,2018-06-20 20:43:11,N,Y
2018-06-20,B,a,29,B3,25,3산+,2018-05-18,624,189,57-48,1,1,1,1,1,1,B,0,10,3,2018-01-30,2018-05-26,9999-12-31,B,2018-05-26,12,0,2,90,0,0,0,100,5,14.85,15,8,19.8,20,12,24.75,25,16,24.75,25,20,14.85,15,25,50,2018-06-20 20:43:13,N,Y
2018-06-20,B,a,30,B3,23,3산+,2018-05-18,624,188,57-45,0.9,0.9,0.9,0.9,0.9,0.9,B,0,10,3,2018-01-30,2018-05-28,9999-12-31,B,2018-05-28,12,0,2,90,0,0,0,88,5,14.85,13,8,19.8,18,12,24.75,22,16,24.75,22,20,14.85,13,25,50,2018-06-20 20:43:15,Y,Y
2018-06-20,B,a,31,B2,26,2산,2018-05-18,624,321,026-024,1,1,1,1,1,1,B,0,10,3,2018-01-29,2018-05-25,9999-12-31,B,2018-05-25,12,0,2,90,0,0,0,100,5,14.85,15,8,19.8,20,12,24.75,25,16,24.75,25,20,14.85,15,25,50,2018-06-20 20:43:16,N,Y
2018-06-20,B,a,32,B2,26,2산,2018-05-18,624,315,026-036,1.2,1.2,1.2,1.2,1.2,1.2,B,0,10,3,2018-01-29,2018-05-25,9999-12-31,B,2018-05-25,17,0,2,90,0,0,0,120,5,14.85,18,8,19.8,24,12,24.75,30,16,24.75,30,20,14.85,18,25,50,2018-06-20 20:43:18,N,Y
2018-06-20,B,a,33,B2,25,2산,2018-05-18,624,275,171-031,0.4,0.3,0.4,0.4,0.4,0.3,B,0,10,3,2018-01-30,2018-05-26,9999-12-31,B,2018-05-26,17,0,2,90,0,0,0,36,5,14.85,4,8,19.8,8,12,24.75,10,16,24.75,10,20,14.85,4,25,50,2018-06-20 20:43:19,Y,Y
2018-06-20,B,a,34,B2,27,2산,2018-05-18,624,314,026-028,1,1,1,1,1,1,B,0,10,3,2018-01-30,2018-05-24,9999-12-31,B,2018-05-24,17,0,2,90,0,0,0,100,5,14.85,0,8,19.8,0,12,24.75,0,16,24.75,2,20,14.85,15,25,50,2018-06-20 20:43:21,N,Y
2018-06-20,B,a,35,B2,24,2산,2018-05-18,624,316,026-045,1.1,1.1,1.1,1.1,1.1,1.1,B,0,10,3,2018-01-31,2018-05-27,9999-12-31,B,2018-05-27,12,0,2,90,0,0,0,108,5,14.85,16,8,19.8,22,12,24.75,27,16,24.75,27,20,14.85,16,25,50,2018-06-20 20:43:23,Y,Y
2018-06-20,B,a,36,B3,26,3산+,2018-05-18,624,184,40-34,1.2,1.2,1.2,1.2,1.2,1.2,B,0,10,3,2018-01-30,2018-05-25,9999-12-31,B,2018-05-25,17,0,2,90,0,0,0,120,5,14.85,18,8,19.8,24,12,24.75,30,16,24.75,8,20,14.85,2,25,50,2018-06-20 20:43:24,N,Y
2018-06-21,B,a,1,B2,7,2산,2018-06-09,624,301,030-021,1,1,1,1,1,1,B,0,10,3,2018-02-19,2018-06-14,9999-12-31,B,2018-06-14,18,0,2,90,0,0,0,46,5,17,17,10,17,2,15,17,17,0,0,0,0,0,0,13,26,2018-06-21 15:42:26,N,Y
2018-06-21,B,a,2,B2,5,2산,2018-06-09,624,323,026-043,1,1,1,1,1,1,B,0,10,3,2018-02-20,2018-06-16,9999-12-31,B,2018-06-16,18,0,2,90,0,0,0,30,5,13,13,10,13,13,15,13,13,0,0,0,0,0,0,10,20,2018-06-21 15:42:28,N,Y
2018-06-21,B,a,6,B2,7,2산,2018-06-09,624,310,025-070,1,1,1,1,1,1,B,0,10,3,2018-02-21,2018-06-14,9999-12-31,B,2018-06-14,11,0,2,90,0,0,0,51,5,17,17,10,17,17,15,17,17,0,0,0,0,0,0,13,26,2018-06-21 15:42:35,N,Y
2018-06-21,B,a,7,B3,7,3산+,2018-06-09,624,178,38-4,1,1,1,1,1,1,B,0,10,3,2018-02-19,2018-06-14,9999-12-31,B,2018-06-14,18,0,2,90,0,0,0,51,5,9,9,8,12,12,12,15,15,16,15,12,20,9,9,15,30,2018-06-21 20:42:37,N,Y
2018-06-21,B,a,8,B3,7,3산+,2018-06-09,624,271,170-051,1,1,1,1,1,1,B,0,10,3,2018-02-19,2018-06-14,9999-12-31,B,2018-06-14,18,0,2,90,0,0,0,46,5,9,9,8,12,12,12,15,15,16,15,15,20,9,9,15,30,2018-06-21 20:42:39,N,Y
2018-06-21,B,a,9,B3,5,3산+,2018-06-09,624,182,37-76,1,1,1,1,1,1,B,0,10,3,2018-02-20,2018-06-16,9999-12-31,B,2018-06-16,18,0,2,90,0,0,0,30,5,13,13,10,13,13,15,13,13,0,0,0,0,0,0,10,20,2018-06-21 15:42:40,N,Y
2018-06-21,B,a,10,B3,7,3산+,2018-06-09,624,202,13-03,1,1,1,1,1,1,B,0,10,3,2018-02-19,2018-06-14,9999-12-31,B,2018-06-14,18,0,2,90,0,0,0,50,5,9,9,8,12,12,12,15,15,16,15,15,20,9,9,15,30,2018-06-21 20:42:42,N,Y
2018-06-21,B,a,11,B2,8,2산,2018-06-09,624,311,025-081,1,1,1,1,1,1,B,0,10,3,2018-02-20,2018-06-13,9999-12-31,B,2018-06-13,18,0,2,90,0,0,0,44,5,9,9,8,12,12,12,15,15,16,15,15,20,9,9,15,30,2018-06-21 20:42:44,N,Y
2018-06-21,B,a,12,B1,8,1산,2018-06-09,624,339,038-074,1,1,1,1,1,1,B,0,10,3,2018-02-20,2018-06-13,9999-12-31,B,2018-06-13,18,0,2,300,0,0,0,32,5,6,6,8,8,8,12,10,10,16,10,10,20,6,6,10,20,2018-06-21 21:42:45,N,Y
2018-06-21,B,a,13,B2,6,2산,2018-06-09,624,303,028-035,1,1,1,1,1,1,B,0,10,3,2018-02-20,2018-06-15,9999-12-31,B,2018-06-15,18,0,2,90,0,0,0,39,5,17,17,10,17,17,15,17,17,0,0,0,0,0,0,13,26,2018-06-21 15:42:47,N,Y
2018-06-21,B,a,14,B3,6,3산+,2018-06-09,624,214,008-022,1,1,1,1,1,1,F,0,10,3,2018-02-21,2018-06-15,9999-12-31,G,2018-06-09,23,59,2,90,0,0,0,6,5,2,2,10,2,2,15,2,2,0,0,0,0,0,0,2,3,2018-06-21 15:42:48,N,Y
2018-06-21,B,a,15,B3,5,3산+,2018-06-09,624,276,171-034,1,1,1,1,1,1,B,0,10,3,2018-02-21,2018-06-16,9999-12-31,B,2018-06-16,18,0,2,90,0,0,0,30,5,13,13,10,13,13,15,13,13,0,0,0,0,0,0,10,20,2018-06-21 15:42:50,N,Y
2018-06-21,B,a,16,B2,4,2산,2018-06-09,624,294,11-54,1,1,1,1,1,1,F,0,10,3,2018-02-23,2018-06-17,9999-12-31,G,2018-06-09,23,59,2,90,0,0,0,6,5,2,2,10,2,2,15,2,2,0,0,0,0,0,0,2,3,2018-06-21 15:42:52,N,Y
2018-06-21,B,a,17,B2,4,2산,2018-06-09,624,299,028-074,1,1,1,1,1,1,B,0,10,3,2018-02-22,2018-06-17,9999-12-31,B,2018-06-17,18,0,2,90,0,0,0,21,5,10,10,10,10,10,15,10,10,0,0,0,0,0,0,8,15,2018-06-21 15:42:53,N,Y
2018-06-21,B,a,18,B2,5,2산,2018-06-09,624,306,028-068,1,1,1,1,1,1,B,0,10,3,2018-02-21,2018-06-16,9999-12-31,B,2018-06-16,18,0,2,90,0,0,0,22,5,13,13,10,13,13,15,13,13,0,0,0,0,0,0,10,20,2018-06-21 15:42:55,N,Y
2018-06-21,B,a,19,B3,27,3산+,2018-05-18,624,231,031-027,1,1,1,1,1,1,B,0,10,3,2018-01-29,2018-05-25,9999-12-31,B,2018-05-25,17,0,2,90,0,0,0,100,5,14.85,15,8,19.8,20,12,24.75,2,16,24.75,2,20,14.85,2,25,50,2018-06-21 20:42:56,N,Y
2018-06-21,B,a,21,B1,27,1산,2018-05-18,624,142,535,1,1,1,1,1,1,B,0,10,3,2018-01-29,2018-05-25,9999-12-31,B,2018-05-25,17,0,2,300,0,0,0,10,5,13.35,2,8,17.8,2,12,22.25,2,16,22.25,2,20,13.35,2,22,44,2018-06-21 20:43:00,N,Y
2018-06-21,B,a,25,B2,27,2산,2018-05-18,624,318,025-080,1,1,1,1,1,1,B,0,10,3,2018-01-30,2018-05-25,9999-12-31,B,2018-05-25,17,0,2,90,0,0,0,100,5,14.85,15,8,19.8,20,12,24.75,16,16,24.75,25,20,14.85,15,25,50,2018-06-21 20:43:07,N,Y
2018-06-21,B,a,26,B1,26,1산,2018-05-18,624,326,013-028,1,1,1,1,1,1,B,0,10,3,2018-01-30,2018-05-26,9999-12-31,B,2018-05-26,17,0,2,300,0,0,0,88,5,13.35,13,8,17.8,18,12,22.25,22,16,22.25,22,20,13.35,13,22,44,2018-06-21 21:43:08,N,Y
2018-06-21,B,a,27,B3,27,3산+,2018-05-18,624,206,21-34,1,1,1,1,1,1,B,0,10,3,2018-01-30,2018-05-25,9999-12-31,B,2018-05-25,17,0,2,90,0,0,0,100,5,14.85,15,8,19.8,20,12,24.75,20,16,24.75,25,20,14.85,15,25,50,2018-06-21 20:43:10,N,Y
2018-06-21,B,a,28,B2,29,2산,2018-05-18,624,324,026-048,1.2,1.2,1.2,1.2,1.2,1.2,B,0,10,3,2018-01-30,2018-05-23,9999-12-31,B,2018-05-23,17,0,2,90,0,0,0,100,5,14.85,18,8,19.8,24,12,24.75,18,16,24.75,18,20,14.85,18,25,50,2018-06-21 21:43:11,N,Y
2018-06-21,B,a,29,B3,26,3산+,2018-05-18,624,189,57-48,1,1,1,1,1,1,B,0,10,3,2018-01-30,2018-05-26,9999-12-31,B,2018-05-26,12,0,2,90,0,0,0,100,5,14.85,15,8,19.8,20,12,24.75,10,16,24.75,10,20,14.85,15,25,50,2018-06-21 21:43:13,N,Y
2018-06-21,B,a,30,B3,24,3산+,2018-05-18,624,188,57-45,0.9,0.9,0.9,0.9,0.9,0.9,B,0,10,3,2018-01-30,2018-05-28,9999-12-31,B,2018-05-28,12,0,2,90,0,0,0,88,5,14.85,13,8,19.8,18,12,24.75,16,16,24.75,22,20,14.85,13,25,50,2018-06-21 21:43:15,Y,Y
2018-06-21,B,a,31,B2,27,2산,2018-05-18,624,321,026-024,1,1,1,1,1,1,B,0,10,3,2018-01-29,2018-05-25,9999-12-31,B,2018-05-25,12,0,2,90,0,0,0,100,5,14.85,15,8,19.8,20,12,24.75,25,16,24.75,25,20,14.85,15,25,50,2018-06-21 21:43:16,N,Y
2018-06-21,B,a,32,B2,27,2산,2018-05-18,624,315,026-036,1.2,1.2,1.2,1.2,1.2,1.2,B,0,10,3,2018-01-29,2018-05-25,9999-12-31,B,2018-05-25,17,0,2,90,0,0,0,120,5,14.85,18,8,19.8,24,12,24.75,28,16,24.75,20,20,14.85,18,25,50,2018-06-21 21:43:18,N,Y
2018-06-21,B,a,33,B2,26,2산,2018-05-18,624,275,171-031,0.4,0.3,0.4,0.4,0.4,0.3,B,0,10,3,2018-01-30,2018-05-26,9999-12-31,B,2018-05-26,17,0,2,90,0,0,0,36,5,14.85,4,8,19.8,8,12,24.75,10,16,24.75,10,20,14.85,4,25,50,2018-06-21 20:43:20,Y,Y
2018-06-21,B,a,34,B2,28,2산,2018-05-18,624,314,026-028,1,1,1,1,1,1,B,0,10,3,2018-01-30,2018-05-24,9999-12-31,B,2018-05-24,17,0,2,90,0,0,0,17,5,14.85,15,8,19.8,20,12,24.75,25,16,24.75,20,20,14.85,15,25,50,2018-06-21 20:43:21,N,Y
2018-06-21,B,a,35,B2,25,2산,2018-05-18,624,316,026-045,1.1,1.1,1.1,1.1,1.1,1.1,B,0,10,3,2018-01-31,2018-05-27,9999-12-31,B,2018-05-27,12,0,2,90,0,0,0,108,5,14.85,16,8,19.8,22,12,24.75,20,16,24.75,27,20,14.85,2,25,50,2018-06-21 20:43:23,Y,Y
2018-06-21,B,a,36,B3,27,3산+,2018-05-18,624,184,40-34,1.2,1.2,1.2,1.2,1.2,1.2,B,0,10,3,2018-01-30,2018-05-25,9999-12-31,B,2018-05-25,17,0,2,90,0,0,0,82,5,14.85,18,8,19.8,24,12,24.75,20,16,24.75,10,20,14.85,2,25,50,2018-06-21 20:43:25,N,Y
2018-06-22,B,a,1,B2,8,2산,2018-06-09,624,301,030-021,1,1,1,1,1,1,B,0,10,3,2018-02-19,2018-06-14,9999-12-31,B,2018-06-14,18,0,2,90,0,0,0,36,5,9,2,8,12,2,12,15,2,16,15,15,20,9,2,15,30,2018-06-22 20:42:26,N,Y
2018-06-22,B,a,2,B2,6,2산,2018-06-09,624,323,026-043,1,1,1,1,1,1,B,0,10,3,2018-02-20,2018-06-16,9999-12-31,B,2018-06-16,18,0,2,90,0,0,0,39,5,17,17,10,17,17,15,17,17,0,0,0,0,0,0,13,26,2018-06-22 15:42:28,N,Y
2018-06-22,B,a,6,B2,8,2산,2018-06-09,624,310,025-070,1,1,1,1,1,1,B,0,10,3,2018-02-21,2018-06-14,9999-12-31,B,2018-06-14,11,0,2,90,0,0,0,51,5,9,9,8,12,12,12,15,15,16,15,15,20,9,9,15,30,2018-06-22 20:42:36,N,Y
2018-06-22,B,a,7,B3,8,3산+,2018-06-09,624,178,38-4,1,1,1,1,1,1,B,0,10,3,2018-02-19,2018-06-14,9999-12-31,B,2018-06-14,18,0,2,90,0,0,0,57,5,9,9,8,12,12,12,15,8,16,15,15,20,9,9,15,30,2018-06-22 20:42:37,N,Y
2018-06-22,B,a,8,B3,8,3산+,2018-06-09,624,271,170-051,1,1,1,1,1,1,B,0,10,3,2018-02-19,2018-06-14,9999-12-31,B,2018-06-14,18,0,2,90,0,0,0,60,5,9,9,8,12,12,12,15,15,16,15,15,20,9,9,15,30,2018-06-22 20:42:39,N,Y
2018-06-22,B,a,9,B3,6,3산+,2018-06-09,624,182,37-76,1,1,1,1,1,1,B,0,10,3,2018-02-20,2018-06-16,9999-12-31,B,2018-06-16,18,0,2,90,0,0,0,39,5,17,17,10,17,8,15,17,17,0,0,0,0,0,0,13,26,2018-06-22 15:42:40,N,Y
2018-06-22,B,a,10,B3,8,3산+,2018-06-09,624,202,13-03,1,1,1,1,1,1,B,0,10,3,2018-02-19,2018-06-14,9999-12-31,B,2018-06-14,18,0,2,90,0,0,0,60,5,9,9,8,12,12,12,15,15,16,15,15,20,9,9,15,30,2018-06-22 20:42:42,N,Y
2018-06-22,B,a,11,B2,9,2산,2018-06-09,624,311,025-081,1,1,1,1,1,1,B,0,10,3,2018-02-20,2018-06-13,9999-12-31,B,2018-06-13,18,0,2,90,0,0,0,60,5,9,9,8,12,12,12,15,15,16,15,15,20,9,9,15,30,2018-06-22 20:42:44,N,Y
2018-06-22,B,a,12,B1,9,1산,2018-06-09,624,339,038-074,1,1,1,1,1,1,B,0,10,3,2018-02-20,2018-06-13,9999-12-31,B,2018-06-13,18,0,2,300,0,0,0,40,5,7.05,7,8,9.4,9,12,11.75,12,16,11.75,12,20,7.05,7,12,24,2018-06-22 21:42:45,N,Y
2018-06-22,B,a,13,B2,7,2산,2018-06-09,624,303,028-035,1,1,1,1,1,1,B,0,10,3,2018-02-20,2018-06-15,9999-12-31,B,2018-06-15,18,0,2,90,0,0,0,51,5,17,17,10,17,17,15,17,17,0,0,0,0,0,0,13,26,2018-06-22 15:42:47,N,Y
2018-06-22,B,a,14,B3,6,3산+,2018-06-09,624,214,008-022,1,1,1,1,1,1,B,0,10,3,2018-02-21,2018-06-16,9999-12-31,B,2018-06-16,14,0,2,90,0,0,0,6,5,17,2,10,17,2,15,17,17,0,0,0,0,0,0,13,26,2018-06-22 15:42:48,N,Y
2018-06-22,B,a,15,B3,6,3산+,2018-06-09,624,276,171-034,1,1,1,1,1,1,B,0,10,3,2018-02-21,2018-06-16,9999-12-31,B,2018-06-16,18,0,2,90,0,0,0,39,5,17,17,10,17,17,15,17,17,0,0,0,0,0,0,13,26,2018-06-22 15:42:50,N,Y
2018-06-22,B,a,16,B2,4,2산,2018-06-09,624,294,11-54,1,1,1,1,1,1,B,0,10,3,2018-02-23,2018-06-18,9999-12-31,B,2018-06-18,14,0,2,90,0,0,0,6,5,10,2,10,10,2,15,10,10,0,0,0,0,0,0,8,15,2018-06-22 15:42:52,N,Y
2018-06-22,B,a,17,B2,5,2산,2018-06-09,624,299,028-074,1,1,1,1,1,1,B,0,10,3,2018-02-22,2018-06-17,9999-12-31,B,2018-06-17,18,0,2,90,0,0,0,30,5,13,13,10,13,13,15,13,13,0,0,0,0,0,0,10,20,2018-06-22 15:42:53,N,Y
2018-06-22,B,a,18,B2,6,2산,2018-06-09,624,306,028-068,1,1,1,1,1,1,B,0,10,3,2018-02-21,2018-06-16,9999-12-31,B,2018-06-16,18,0,2,90,0,0,0,39,5,17,17,10,17,17,15,17,17,0,0,0,0,0,0,13,26,2018-06-22 15:42:55,N,Y
2018-06-22,B,a,19,B3,28,3산+,2018-05-18,624,231,031-027,1,1,1,1,1,1,B,0,10,3,2018-01-29,2018-05-25,9999-12-31,B,2018-05-25,17,0,2,90,0,0,0,41,5,14.85,2,8,19.8,2,12,24.75,2,16,24.75,2,20,14.85,2,25,50,2018-06-22 20:42:56,N,Y
2018-06-22,B,a,21,B1,28,1산,2018-05-18,624,142,535,1,1,1,1,1,1,B,0,10,3,2018-01-29,2018-05-25,9999-12-31,B,2018-05-25,17,0,2,300,0,0,0,10,5,13.35,2,8,17.8,2,12,22.25,2,16,22.25,2,20,13.35,2,22,44,2018-06-22 20:43:00,N,Y
2018-06-22,B,a,25,B2,28,2산,2018-05-18,624,318,025-080,1,1,1,1,1,1,B,0,10,3,2018-01-30,2018-05-25,9999-12-31,B,2018-05-25,17,0,2,90,0,0,0,91,5,14.85,15,8,19.8,20,12,24.75,25,16,24.75,25,20,14.85,15,25,50,2018-06-22 20:43:07,N,Y
2018-06-22,B,a,26,B1,27,1산,2018-05-18,624,326,013-028,1,1,1,1,1,1,B,0,10,3,2018-01-30,2018-05-26,9999-12-31,B,2018-05-26,17,0,2,300,0,0,0,88,5,13.35,13,8,17.8,18,12,22.25,22,16,22.25,22,20,13.35,13,22,44,2018-06-22 22:43:08,N,Y
2018-06-22,B,a,27,B3,28,3산+,2018-05-18,624,206,21-34,1,1,1,1,1,1,B,0,10,3,2018-01-30,2018-05-25,9999-12-31,B,2018-05-25,17,0,2,90,0,0,0,95,5,14.85,15,8,19.8,20,12,24.75,25,16,24.75,24,20,14.85,15,25,50,2018-06-22 21:43:10,N,Y
2018-06-22,B,a,28,B2,30,2산,2018-05-18,624,324,026-048,1.2,1.2,1.2,1.2,1.2,1.2,B,0,10,3,2018-01-30,2018-05-23,9999-12-31,B,2018-05-23,17,0,2,90,0,0,0,96,5,14.85,18,8,19.8,24,12,24.75,20,16,24.75,26,20,14.85,18,25,50,2018-06-22 21:43:11,N,Y
2018-06-22,B,a,29,B3,27,3산+,2018-05-18,624,189,57-48,1,1,1,1,1,1,B,0,10,3,2018-01-30,2018-05-26,9999-12-31,B,2018-05-26,12,0,2,90,0,0,0,70,5,14.85,12,8,19.8,6,12,24.75,8,16,24.75,10,20,14.85,14,25,50,2018-06-22 21:43:13,N,Y
2018-06-22,B,a,30,B3,25,3산+,2018-05-18,624,188,57-45,0.9,0.9,0.9,0.9,0.9,0.9,B,0,10,3,2018-01-30,2018-05-28,9999-12-31,B,2018-05-28,12,0,2,90,0,0,0,82,5,14.85,13,8,19.8,18,12,24.75,20,16,24.75,8,20,14.85,13,25,50,2018-06-22 21:43:15,Y,Y
2018-06-22,B,a,31,B2,28,2산,2018-05-18,624,321,026-024,1,1,1,1,1,1,B,0,10,3,2018-01-29,2018-05-25,9999-12-31,B,2018-05-25,12,0,2,90,0,0,0,100,5,14.85,15,8,19.8,18,12,24.75,20,16,24.75,22,20,14.85,15,25,50,2018-06-22 20:43:17,N,Y
2018-06-22,B,a,32,B2,28,2산,2018-05-18,624,315,026-036,1.2,1.2,1.2,1.2,1.2,1.2,B,0,10,3,2018-01-29,2018-05-25,9999-12-31,B,2018-05-25,17,0,2,90,0,0,0,108,5,14.85,18,8,19.8,24,12,24.75,16,16,24.75,26,20,14.85,18,25,50,2018-06-22 20:43:18,N,Y
2018-06-22,B,a,33,B2,27,2산,2018-05-18,624,275,171-031,0.4,0.3,0.4,0.4,0.4,0.3,B,0,10,3,2018-01-30,2018-05-26,9999-12-31,B,2018-05-26,17,0,2,90,0,0,0,36,5,14.85,4,8,19.8,8,12,24.75,10,16,24.75,8,20,14.85,4,25,50,2018-06-22 20:43:20,Y,Y
